	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
GO_MALE_GAMETE_GENERATION	GO_MALE_GAMETE_GENERATION	GO_MALE_GAMETE_GENERATION	243	0.418000326233723	1.28358110367456	0.0303030303030303	0.220530890298332	0.192821730153432	2513	tags=22%, list=16%, signal=19%	DNAH9/GAL3ST1/MYCBPAP/WFDC2/SERPINA5/PCYT1B/GMCL1P1/GGN/MAK/CLDN11/PYGO1/B4GALNT1/DMC1/DDX25/YBX2/OSBP2/DZIP1/DPY19L2/CATSPERG/SOX30/PIWIL4/CATSPER3/HSF2BP/HOXA11/HOXA9/LRGUK/PIWIL2/SPAG16/ZGLP1/PGAM2/NME5/CCNA1/BRCA2/JAM3/MNS1/KHDRBS3/NR6A1/TTC26/TDRD9/CASC5/KIAA1524/MERTK/SOX8/TSNAXIP1/NPHP1/SKIL/SPATA6/GMCL1/DPY19L2P2/GLI1/TSGA10/GAMT/ACRBP/SPAG4
GO_INNERVATION	GO_INNERVATION	GO_INNERVATION	15	0.62718514794084	1.28393080343988	0.186978297161937	0.598588446967062	0.523377291217136	940	tags=33%, list=6%, signal=31%	RNF165/SEMA3A/GABRB3/COL25A1/NPTX1
GO_CELL_MATRIX_ADHESION	GO_CELL_MATRIX_ADHESION	GO_CELL_MATRIX_ADHESION	84	0.470831735247078	1.28406136489793	0.088646967340591	0.405061503702774	0.354166529037543	1968	tags=26%, list=13%, signal=23%	ITGA2B/FREM1/TNN/ITGA8/ARHGAP6/ACTN2/TECTA/ITGA10/COL13A1/ITGB3/LYVE1/HOXD3/ADAMTS12/ITGA2/ITGA1/SNED1/NID1/JAM3/RHOD/ITGA4/SGCE/ECM2
GO_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	GO_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	GO_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	26	0.568344242327427	1.28413106312281	0.151162790697674	0.54862085086489	0.479687999803155	1623	tags=38%, list=11%, signal=34%	SCN3A/GRIK5/PPP1R9A/GRIN2A/NLGN3/FGF14/GABRB3/NPFF/ADORA1/SCN3B
GO_CENTROMERE_COMPLEX_ASSEMBLY	GO_CENTROMERE_COMPLEX_ASSEMBLY	GO_CENTROMERE_COMPLEX_ASSEMBLY	33	0.541606859112324	1.2842618255575	0.137380191693291	0.518378311743012	0.453245360815824	4781	tags=52%, list=31%, signal=35%	CENPV/CENPE/CASC5/CENPK/HIST1H4E/HIST4H4/CENPQ/MIS18BP1/ITGB3BP/OIP5/CENPH/HJURP/APITD1/CENPO/MIS18A/RSF1/SMARCA5
GO_NEGATIVE_CHEMOTAXIS	GO_NEGATIVE_CHEMOTAXIS	GO_NEGATIVE_CHEMOTAXIS	26	0.56900748545797	1.2856296110853	0.149501661129568	0.544845339551392	0.476386872134837	3050	tags=54%, list=20%, signal=43%	FLRT3/SEMA3A/SEMA3D/SLIT2/ITGB3/PDGFA/EFNA5/PLXNA4/SEMA6D/SEMA3B/SEMA6B/SEMA3G/SEMA5A/SEMA6C
GO_RHYTHMIC_PROCESS	GO_RHYTHMIC_PROCESS	GO_RHYTHMIC_PROCESS	197	0.426741922200372	1.28567492051621	0.0367231638418079	0.249133912976348	0.217830853877241	2626	tags=21%, list=17%, signal=18%	TIMP4/PTPRN/PTN/INHA/AMH/PCYT1B/PROX1/NTRK3/MAGEL2/DMC1/ARNTL2/SLIT2/OXTR/INHBA/ROBO2/MAPK10/TGFB2/HTR7/ID4/NTRK2/NGFR/CLDN4/ENOX1/NOS2/FGF7/SLC9A3/NLGN1/GNRH1/VEGFA/PLA2G4A/KITLG/TGFB3/PAM/ROCK2/ADAMTS1/INHBB/AHR/USP2/OPRL1/ID3/MAPK8/FAS
GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION	GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION	GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION	45	0.515027472469845	1.28599200435256	0.130503144654088	0.508798838022253	0.444869524241196	3215	tags=33%, list=21%, signal=26%	PROX1/BMP2/THBS4/FGF2/VASH2/ITGB3/SCG2/CDH13/VEGFA/F3/NRP1/EGR3/PGF/SEMA5A/WNT2
GO_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	GO_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	GO_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	200	0.426304828585686	1.28635740759673	0.0393258426966292	0.257281254067979	0.224954501740419	2320	tags=27%, list=15%, signal=23%	CAMK2B/NDNF/PTN/WNT3/STMN2/RELN/ITPKA/PTPRD/BMP7/NEGR1/EPHA3/TRIM67/PPP1R9A/RND2/NGF/LTK/NTRK3/SHANK1/NDRG4/NLGN3/SLIT2/SYT17/CDKL5/LPAR1/AMIGO1/PTPRZ1/ROBO2/LIF/ISLR2/CDC42EP5/CNTN1/SHOX2/NTRK2/NGFR/FEZ1/ITGA2/EFNA5/BHLHB9/DNM3/CRABP2/NLGN1/MNS1/LPAR3/VEGFA/FSCN1/UNC13A/F2RL1/ATP8A2/MAP1B/TGFB3/SKIL/ADAMTS1/MAGI2/FKBP1B
GO_POLYPEPTIDE_N_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY	GO_POLYPEPTIDE_N_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY	GO_POLYPEPTIDE_N_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY	10	0.689863075821699	1.28811740784529	0.164983164983165	0.566246795148792	0.495099287844536	2301	tags=40%, list=15%, signal=34%	GALNT5/GALNT14/GALNT12/GALNT7
