"LCH05_TKR180801028_sc4" "LCH05_TKR180801028_sc8" "LCH05_TKR180801028_sc9" "LCH05_TKR180801028_sc19" "LCH05_TKR180801028_sc26" "LCH05_TKR180801028_sc38" "LCH05_TKR180801028_sc52" "LCH05_TKR180801028_sc54" "LCH05_TKR180801028_sc63" "LCH05_TKR180801028_sc70" "LCH05_TKR180801028_sc76" "LCH05_TKR180801028_sc85" "LCH04_TKR180801027_sc3" "LCH04_TKR180801027_sc5" "LCH04_TKR180801027_sc7" "LCH04_TKR180801027_sc9" "LCH04_TKR180801027_sc11" "LCH04_TKR180801027_sc15" "LCH04_TKR180801027_sc16" "LCH04_TKR180801027_sc21" "LCH04_TKR180801027_sc26" "LCH04_TKR180801027_sc31" "LCH04_TKR180801027_sc33" "LCH04_TKR180801027_sc35" "LCH04_TKR180801027_sc40" "LCH04_TKR180801027_sc41" "LCH04_TKR180801027_sc42" "LCH04_TKR180801027_sc50" "LCH04_TKR180801027_sc52" "LCH04_TKR180801027_sc63" "LCH04_TKR180801027_sc65" "LCH04_TKR180801027_sc67" "LCH04_TKR180801027_sc71" "LCH04_TKR180801027_sc79" "LCH04_TKR180801027_sc80" "LCH04_TKR180801027_sc82" "LCH04_TKR180801027_sc88"
"MPZ" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MPZL1" 0 0 0 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MPZL2" 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 1 0 0 0 0
"MPZL3" 12 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 11 0 0 0 0 1 0 0 0 0 0 0 0 0 0 62 0 0 0 0
"MR1" 0 0 0 0 22 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 40 0 0 0 0 3 0 0 0 0 0 0
"MRAP" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRAP2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRAS" 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRC1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRC2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRE11A" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MREG" 0 0 0 57 0 0 0 0 39 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0
"MRFAP1" 24 0 0 27 0 1 0 25 35 0 3 0 0 0 0 0 3 0 0 1 0 1 0 1 6 0 0 0 5 0 2 0 0 0 0 4 1
"MRFAP1L1" 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRGBP" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRGPRD" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRGPRE" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRGPRF" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRGPRF-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRGPRG" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRGPRG-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRGPRX1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRGPRX2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRGPRX3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRGPRX4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRI1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 28 0 0 0 0 0 0 0 0 0 0 0
"MRLN" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRM1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRO" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MROH1" 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MROH2A" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MROH2B" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MROH5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MROH6" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 3
"MROH7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MROH7-TTC4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MROH8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MROH9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRPL1" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1
"MRPL10" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRPL11" 0 0 0 33 20 120 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 49 0 0 0 9
"MRPL12" 0 0 0 13 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRPL13" 0 0 0 0 0 16 0 40 0 0 2 6 15 3 0 0 0 6 1 0 0 3 0 0 0 0 0 0 0 0 0 0 78 0 0 0 8
"MRPL14" 0 0 0 0 24 0 0 1 0 0 1 0 0 0 0 0 0 0 0 4 0 4 0 0 1 17 0 0 0 0 0 28 0 0 0 0 0
"MRPL15" 0 0 0 0 0 0 0 9 0 0 0 0 5 0 19 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRPL16" 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 3 0 0 8 0 0 0 58 0 0 0 0
"MRPL17" 0 2 0 0 0 0 0 0 23 0 2 0 0 0 0 0 0 0 0 0 0 3 0 0 0 23 0 0 0 0 0 0 0 0 0 0 0
"MRPL18" 19 1 0 28 0 0 0 21 0 0 1 0 0 1 0 0 0 0 0 4 0 0 0 2 0 0 0 0 13 0 0 25 0 0 0 0 1
"MRPL19" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 2
"MRPL2" 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 12 0 0 0 0 0 0 0 1 0 0 0
"MRPL20" 28 1 0 8 12 0 0 4 0 0 1 3 3 1 2 8 1 4 0 0 0 1 0 1 0 15 0 0 0 0 0 0 0 0 0 0 3
"MRPL21" 2 0 0 52 59 0 0 0 0 0 2 0 0 0 0 17 4 0 0 1 0 0 0 0 0 26 1 0 0 0 9 0 0 0 0 0 0
"MRPL22" 32 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"MRPL23" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 16 0 5 0 0 0 0 0 4
"MRPL23-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRPL24" 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"MRPL27" 1 2 0 0 0 0 37 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 24 31 0 0 0 0
"MRPL28" 4 0 0 55 0 0 0 0 0 0 1 0 0 1 0 11 0 0 0 0 0 0 1 0 0 0 9 0 5 0 0 0 0 0 0 0 6
"MRPL3" 5 0 0 27 0 0 0 0 34 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2
"MRPL30" 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRPL32" 35 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRPL33" 0 0 0 11 0 43 0 0 0 0 0 2 2 1 2 10 0 0 0 3 0 1 1 1 0 13 0 0 1 0 2 17 32 0 0 1 7
"MRPL34" 0 1 0 23 0 0 0 0 0 0 1 0 0 2 6 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 3 0 0 0 0 1 3
"MRPL35" 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"MRPL36" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRPL37" 0 0 5 0 0 77 0 0 0 0 0 0 7 0 0 0 2 0 0 3 0 1 0 0 0 0 0 0 5 17 0 0 0 0 0 0 2
"MRPL38" 0 0 0 0 1 0 0 0 5 0 2 0 0 0 23 0 0 0 0 0 0 0 0 0 0 19 0 0 21 0 0 0 0 0 0 0 0
"MRPL39" 0 0 0 15 28 0 0 25 15 0 0 0 5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 1
"MRPL4" 19 0 0 59 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
"MRPL40" 0 0 0 20 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 69 1 0 0 0 0 7 0 0 0 0 0 0 0 0 0 7
"MRPL41" 0 2 0 9 0 56 1 35 0 0 0 0 24 5 6 0 1 21 0 4 2 1 0 1 16 146 0 0 0 4 5 0 0 0 0 1 2
"MRPL42" 0 0 0 0 19 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"MRPL42P5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRPL43" 0 1 0 18 0 36 0 0 9 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 40 0 0 0 0 5 0 0 0 0 1 0
"MRPL44" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRPL45" 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"MRPL45P2" 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRPL46" 0 0 0 0 17 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRPL47" 21 0 0 8 0 0 0 0 1 0 0 0 0 1 0 7 0 6 0 0 0 2 0 0 0 0 0 0 0 0 0 0 48 0 0 0 0
"MRPL48" 34 0 0 0 0 0 0 0 0 1 1 0 21 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"MRPL49" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRPL50" 0 0 0 0 0 0 14 0 0 0 3 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5
"MRPL51" 42 0 0 10 0 31 0 1 0 0 0 0 0 1 0 22 1 0 0 0 0 7 0 0 0 17 0 0 0 0 0 0 0 0 1 0 4
"MRPL52" 32 2 0 32 11 0 2 0 0 0 0 3 2 0 0 0 1 0 0 0 0 0 0 6 11 0 0 0 15 0 4 11 0 0 0 0 7
"MRPL53" 30 0 0 16 23 1 0 0 0 0 3 0 0 1 0 0 0 0 52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3
"MRPL54" 42 2 0 0 0 33 0 0 0 0 1 0 0 0 0 8 1 0 0 0 0 0 0 0 0 0 0 0 4 0 0 23 0 0 1 0 0
"MRPL55" 23 3 0 15 0 0 0 8 159 0 4 1 0 1 0 0 0 17 3 4 26 10 0 0 0 32 0 0 0 0 0 60 0 0 0 0 7
"MRPL57" 34 0 0 46 0 65 0 0 0 0 0 0 0 0 19 10 2 0 0 0 0 5 0 1 0 0 0 0 10 0 0 0 0 3 0 0 0
"MRPL9" 0 0 0 23 0 23 0 0 0 0 1 1 0 0 0 10 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35 0 0 0 0
"MRPS10" 0 0 0 31 9 88 0 0 0 0 1 7 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 9 0 0 0 0 0 5
"MRPS11" 0 4 0 0 33 0 0 0 0 0 0 0 0 1 0 0 3 0 0 0 0 0 0 5 0 1 0 0 0 0 5 0 0 0 24 0 0
"MRPS12" 0 0 0 0 0 0 0 0 0 0 1 3 11 0 0 17 0 0 0 0 8 0 0 0 0 0 0 0 0 14 0 0 0 0 1 0 3
"MRPS14" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0
"MRPS15" 0 1 0 22 0 0 0 0 30 0 1 3 0 0 5 0 0 0 0 10 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0
"MRPS16" 18 0 0 0 0 0 0 0 0 0 0 0 21 1 0 0 2 0 0 0 0 7 0 2 0 70 0 0 1 0 2 0 0 0 0 0 0
"MRPS17" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 112 0 0 0 0
"MRPS18A" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0
"MRPS18B" 0 0 0 0 47 0 0 1 0 0 0 0 8 1 0 0 0 0 0 6 0 0 0 4 16 0 0 0 0 0 0 40 0 0 0 0 0
"MRPS18C" 0 0 0 0 5 0 0 0 0 0 2 0 0 0 0 0 0 4 0 2 0 0 0 1 0 17 0 0 0 0 0 0 0 0 0 0 0
"MRPS2" 17 1 0 0 0 11 0 0 0 0 0 0 0 0 4 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
"MRPS21" 0 0 0 0 0 76 0 0 1 0 1 0 0 0 16 37 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 27 0 0 0 0 4
"MRPS22" 10 0 0 0 0 0 0 5 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 24 0 0 0 0 0 0 0 0 0 0 0
"MRPS23" 0 0 0 0 37 0 0 0 0 0 0 0 0 0 0 10 1 0 0 0 1 0 0 0 0 0 0 0 13 0 0 15 0 0 0 0 2
"MRPS24" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRPS25" 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRPS26" 13 0 0 0 0 0 0 0 0 0 2 0 8 0 0 17 0 0 0 0 36 3 0 3 1 0 1 0 0 0 0 0 0 0 0 0 1
"MRPS27" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
"MRPS28" 2 0 0 0 27 0 0 26 0 0 3 0 0 1 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 22 32 0 0 2 0
"MRPS30" 44 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 4
"MRPS31" 0 0 0 0 26 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 32 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 2
"MRPS31P5" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRPS33" 0 0 0 0 0 0 0 13 21 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRPS34" 0 0 0 0 0 0 0 0 1 0 0 0 16 0 0 11 3 0 0 0 0 4 0 0 0 47 0 0 13 0 0 1 0 0 0 0 0
"MRPS35" 14 0 0 2 0 59 0 3 0 0 0 12 0 0 0 0 0 8 0 0 0 6 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0
"MRPS36" 7 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 3 0 0 0 1 0 0 0 0 0 0 0 10 0 0 145 0 0 0 1
"MRPS5" 1 1 0 0 0 0 0 0 0 0 1 2 0 5 0 0 0 0 0 0 0 4 0 1 0 0 0 0 0 0 0 0 57 0 0 0 0
"MRPS6" 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0
"MRPS7" 0 0 0 18 1 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 5
"MRPS9" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRRF" 0 2 0 11 0 0 0 13 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0 4
"MRS2" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 1
"MRS2P2" 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRTO4" 0 0 0 16 52 0 0 0 0 0 1 0 0 4 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 88 0 1
"MRVI1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MRVI1-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MS4A1" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MS4A10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MS4A12" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MS4A13" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MS4A14" 0 0 0 11 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MS4A15" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MS4A2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MS4A3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MS4A4A" 0 3 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MS4A5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MS4A6A" 1 6 48 186 3 0 51 144 41 0 3 10 41 12 25 97 6 17 0 7 38 8 0 3 0 105 0 11 15 2 16 32 92 0 0 0 0
"MS4A6E" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MS4A7" 17 1 0 12 18 0 8 2 0 0 0 0 3 0 0 0 2 0 0 2 1 1 0 0 0 59 0 0 0 0 0 0 0 0 0 0 0
"MS4A8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MSANTD1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MSANTD2" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MSANTD3" 0 0 0 0 0 0 0 0 1 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 3
"MSANTD3-TMEFF1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MSANTD4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0 0
"MSC" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MSC-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MSGN1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MSH2" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 6
"MSH3" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 7 0 0 0 0 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"MSH4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MSH5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MSH5-SAPCD1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MSH6" 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3 0 0 0 0 0 0 0 0 0 1
"MSI1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MSI2" 0 0 0 0 0 0 0 0 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0
"MSL1" 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MSL2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
"MSL3" 0 1 0 0 0 0 16 0 0 0 0 0 4 0 0 0 0 9 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MSL3P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MSLN" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MSMB" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MSMO1" 1 0 0 2 2 0 0 1 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
