"B3_TKR181100057_sc1" "B3_TKR181100057_sc2" "B3_TKR181100057_sc3" "B3_TKR181100057_sc4" "B3_TKR181100057_sc5" "B3_TKR181100057_sc6" "B3_TKR181100057_sc7" "B3_TKR181100057_sc9" "B3_TKR181100057_sc10" "B3_TKR181100057_sc11" "B3_TKR181100057_sc12" "B3_TKR181100057_sc13" "B3_TKR181100057_sc14" "B3_TKR181100057_sc15" "B3_TKR181100057_sc16" "B3_TKR181100057_sc17" "B3_TKR181100057_sc18" "B3_TKR181100057_sc20" "B3_TKR181100057_sc21" "B3_TKR181100057_sc24" "B3_TKR181100057_sc25" "B3_TKR181100057_sc26" "B3_TKR181100057_sc27" "B3_TKR181100057_sc28" "B3_TKR181100057_sc29" "B3_TKR181100057_sc30" "B3_TKR181100057_sc32" "B3_TKR181100057_sc33" "B3_TKR181100057_sc35" "B3_TKR181100057_sc36" "B3_TKR181100057_sc37" "B3_TKR181100057_sc38" "B3_TKR181100057_sc40" "B3_TKR181100057_sc41" "B3_TKR181100057_sc42" "B3_TKR181100057_sc43" "B3_TKR181100057_sc46" "B3_TKR181100057_sc47" "B3_TKR181100057_sc48" "YS8_TKR181100059_sc49" "YS8_TKR181100059_sc50" "YS8_TKR181100059_sc51" "YS8_TKR181100059_sc52" "YS8_TKR181100059_sc53" "YS8_TKR181100059_sc54" "YS8_TKR181100059_sc55" "YS8_TKR181100059_sc56" "YS8_TKR181100059_sc57" "YS8_TKR181100059_sc58" "YS8_TKR181100059_sc59" "YS8_TKR181100059_sc61" "YS8_TKR181100059_sc62" "YS8_TKR181100059_sc63" "YS8_TKR181100059_sc64" "YS8_TKR181100059_sc65" "YS8_TKR181100059_sc66" "YS8_TKR181100059_sc67" "YS8_TKR181100059_sc68" "YS8_TKR181100059_sc69" "YS8_TKR181100059_sc70" "YS8_TKR181100059_sc71" "YS8_TKR181100059_sc72" "YS8_TKR181100059_sc74" "YS8_TKR181100059_sc75" "YS8_TKR181100059_sc77" "YS8_TKR181100059_sc78" "YS8_TKR181100059_sc79" "YS8_TKR181100059_sc80" "YS8_TKR181100059_sc82" "YS8_TKR181100059_sc83" "YS8_TKR181100059_sc84" "YS8_TKR181100059_sc86" "YS8_TKR181100059_sc87" "YS8_TKR181100059_sc88" "YS8_TKR181100059_sc89" "YS8_TKR181100059_sc90" "YS8_TKR181100059_sc91" "YS8_TKR181100059_sc92" "YS8_TKR181100059_sc93" "YS8_TKR181100059_sc94" "YS8_TKR181100059_sc95" "YS8_TKR181100059_sc96" "H4_TKR181100060_sc49" "H4_TKR181100060_sc50" "H4_TKR181100060_sc51" "H4_TKR181100060_sc52" "H4_TKR181100060_sc53" "H4_TKR181100060_sc54" "H4_TKR181100060_sc55" "H4_TKR181100060_sc56" "H4_TKR181100060_sc57" "H4_TKR181100060_sc58" "H4_TKR181100060_sc59" "H4_TKR181100060_sc61" "H4_TKR181100060_sc62" "H4_TKR181100060_sc63" "H4_TKR181100060_sc64" "H4_TKR181100060_sc65" "H4_TKR181100060_sc66" "H4_TKR181100060_sc68" "H4_TKR181100060_sc69"
"NUDT21" 0 9 0 0 0 0 0 13 18 7 9 0 0 16 33 7 0 5 4 4 1 25 0 2 20 9 8 14 3 0 0 0 1 46 37 5 0 27 0 19 20 39 18 9 60 44 0 0 36 14 46 47 28 26 10 5 9 4 6 19 1 24 38 3 4 0 3 10 0 21 11 1 0 3 7 5 12 45 0 0 9 3 45 125 1 7 3 142 32 15 14 0 0 7 27 0 11 4 0 32 0
"NUDT22" 0 0 0 12 1 0 0 0 50 0 2 0 4 0 18 4 1 5 4 12 0 1 1 1 5 26 0 0 0 0 0 0 19 15 1 3 0 0 0 0 1 0 0 0 0 0 0 0 1 4 0 6 0 4 17 0 0 1 10 0 0 1 0 0 0 0 0 0 5 0 0 0 1 0 20 0 0 12 4 0 6 0 3 48 0 1 0 42 0 0 0 0 0 19 0 1 0 0 0 0 1
"NUDT3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"NUDT4" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0
"NUDT4P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"NUDT4P2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"NUDT5" 0 0 0 1 0 3 2 12 8 7 9 0 1 18 11 5 15 13 0 1 0 0 8 1 39 48 0 30 0 0 13 1 14 1 59 6 0 0 4 9 15 36 3 7 23 0 0 2 57 16 9 21 14 6 19 32 2 9 8 27 0 15 0 4 28 0 1 5 0 10 17 1 5 1 9 11 9 7 0 0 4 4 0 22 28 54 0 62 5 15 2 39 0 2 1 0 1 11 1 27 0
"NUDT6" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"NUDT7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"NUDT8" 0 0 0 14 0 0 0 0 22 6 0 0 0 0 1 0 0 0 0 0 0 0 20 4 2 18 0 0 0 0 1 0 0 0 0 4 0 0 0 12 0 20 0 0 1 29 9 0 22 4 0 2 1 11 0 22 0 0 6 9 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 52 0 0 0 0 0 6 0 0 0 1 0 0 0 0 0 0 0
"NUDT9" 0 0 0 0 0 2 0 0 10 4 0 0 0 1 0 0 0 5 0 1 0 0 0 3 3 0 2 5 0 0 0 1 0 3 0 0 3 0 0 22 20 0 1 5 4 0 0 0 27 17 17 8 1 0 3 1 2 0 0 2 0 1 0 1 0 0 0 1 0 0 2 0 0 0 0 0 0 0 7 0 4 0 26 0 21 0 0 1 0 0 0 2 6 0 0 27 17 21 26 0 0
"NUDT9P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"NUF2" 2 0 0 9 1 3 1 9 22 1 1 5 0 31 18 6 8 3 0 3 0 0 13 5 37 10 4 0 5 6 4 4 1 8 18 2 1 0 1 1 0 0 0 0 10 1 5 7 22 9 0 1 30 27 31 0 1 1 1 5 0 9 0 0 36 0 0 11 0 8 11 0 15 0 4 0 0 9 4 15 0 0 1 28 0 2 0 65 0 9 17 50 0 36 39 0 0 7 1 0 0
"NUFIP1" 0 0 0 0 0 5 0 0 0 0 0 0 0 18 5 0 0 4 3 0 0 0 1 0 0 0 0 0 0 0 0 0 11 0 25 1 0 0 0 0 0 30 0 0 0 0 0 0 0 7 0 0 7 0 0 3 0 0 0 13 1 0 0 0 0 0 0 0 0 0 16 0 0 2 0 0 0 0 0 0 11 0 0 39 0 110 0 0 0 0 0 0 0 42 1 0 24 0 0 0 0
"NUFIP2" 0 3 1 21 3 1 1 0 2 3 7 0 0 1 7 9 2 5 2 0 34 19 13 2 1 57 5 0 3 0 17 0 31 49 1 7 1 1 0 8 0 31 3 0 3 17 3 5 8 15 8 21 11 2 0 42 0 42 10 19 0 0 0 8 1 0 0 3 0 0 0 5 0 6 0 6 0 0 0 0 3 0 0 0 25 45 9 2 47 0 18 1 11 80 0 0 30 0 0 1 20
"NUGGC" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"NUMA1" 0 0 8 1 0 2 0 9 28 4 11 0 0 0 8 0 0 4 5 4 0 0 0 1 13 0 8 0 0 0 0 0 0 14 0 0 2 1 0 13 0 29 0 0 40 0 0 5 0 3 0 19 23 1 16 0 28 0 0 0 8 0 0 0 0 0 0 0 0 12 39 0 2 7 0 0 4 0 0 0 7 6 0 27 0 0 0 30 0 0 3 0 0 22 30 0 0 0 0 0 0
"NUMB" 12 1 6 1 0 0 2 5 0 0 0 0 0 0 0 0 1 6 3 0 12 0 0 0 0 8 0 0 0 0 0 0 0 1 1 0 0 0 4 0 11 0 10 0 2 0 2 0 0 2 0 0 0 0 1 0 0 0 6 4 1 1 0 8 0 0 0 0 0 0 1 0 0 0 0 0 0 1 2 0 1 5 17 3 19 32 0 0 67 1 0 0 0 0 35 0 0 0 0 0 6
"NUMBL" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"NUP107" 3 0 0 1 1 1 0 2 3 9 20 19 0 7 18 1 10 1 1 3 0 0 35 4 9 0 9 0 7 15 3 1 36 0 16 5 0 0 17 7 1 12 0 1 23 1 0 13 20 4 10 0 4 2 2 61 10 9 1 1 0 9 0 0 11 0 14 26 0 6 8 0 0 0 21 1 1 10 1 1 3 0 16 44 0 2 2 15 26 1 78 51 0 31 31 0 0 0 68 0 0
"NUP133" 0 0 0 5 0 2 0 0 9 7 0 0 1 33 15 0 0 0 1 3 0 0 0 0 12 3 1 0 0 0 0 0 17 0 2 1 0 0 0 5 22 9 0 3 28 4 0 0 2 1 0 1 16 11 1 0 0 0 0 4 0 0 0 0 12 0 1 0 0 3 9 0 1 0 9 0 1 1 0 0 3 18 65 119 18 0 0 35 0 14 54 9 0 0 0 0 0 0 0 1 0
"NUP153" 2 1 21 8 0 1 0 2 0 3 3 1 0 20 11 0 0 5 1 7 3 0 20 4 20 8 1 9 4 0 0 0 0 13 23 0 2 6 0 13 13 17 1 0 20 1 4 0 5 7 2 41 12 5 21 0 0 0 0 9 0 1 0 0 2 0 0 3 0 0 3 0 0 2 0 3 22 0 1 16 0 7 16 4 1 131 0 3 76 8 2 0 1 28 1 0 0 15 1 0 16
"NUP155" 16 0 0 0 0 0 3 0 1 4 0 0 0 0 0 0 1 3 3 1 0 0 0 0 16 18 10 0 0 2 0 0 0 1 13 0 0 0 0 0 22 20 0 0 1 1 0 1 0 10 33 0 3 1 0 1 0 16 1 2 0 2 0 0 0 0 1 0 0 0 9 0 0 0 34 0 12 15 0 0 5 0 0 27 2 22 0 15 1 0 28 32 0 0 0 0 0 0 1 0 0
"NUP160" 0 2 0 6 0 0 0 1 5 6 0 5 0 1 7 0 12 1 0 0 0 0 2 2 0 24 10 1 0 2 0 0 30 6 5 3 0 0 0 3 0 22 0 6 0 0 0 1 30 4 19 3 41 0 0 6 15 5 1 8 0 13 0 0 11 4 0 4 0 14 8 3 0 0 0 0 0 3 0 3 1 5 0 58 13 14 0 49 7 2 48 0 0 50 0 1 0 4 60 0 0
"NUP188" 0 0 15 1 0 0 0 2 5 3 2 3 0 3 22 10 0 1 0 5 0 11 0 10 1 1 1 0 3 0 5 3 0 29 1 3 0 0 0 5 1 19 15 0 1 21 2 0 19 4 0 0 22 1 10 0 0 0 6 20 0 1 0 0 1 0 0 1 0 0 2 19 0 0 0 1 2 0 3 0 5 0 0 0 0 0 0 2 68 21 0 0 0 0 0 0 1 0 0 0 0
"NUP205" 0 0 14 1 3 2 0 6 5 1 1 0 0 13 25 0 3 8 2 7 0 0 0 10 26 63 1 6 14 0 0 22 0 8 7 5 2 0 1 11 0 17 39 0 13 59 5 0 13 2 0 1 51 5 5 19 0 14 0 10 3 12 0 5 11 0 0 0 0 1 5 1 0 1 0 0 0 13 1 0 1 0 12 0 49 26 0 21 110 0 15 0 0 38 0 0 0 28 0 0 0
"NUP210" 1 13 12 11 2 5 0 9 13 4 8 12 0 37 1 0 0 9 6 15 0 0 18 9 15 1 5 0 0 0 0 3 0 20 0 1 0 4 0 1 13 0 0 0 2 8 8 0 13 0 1 1 0 2 12 0 0 0 7 14 1 1 0 0 17 0 0 6 0 25 0 0 0 0 4 0 3 2 0 0 2 0 0 69 0 0 0 18 39 11 0 0 0 31 14 0 0 0 0 0 1
"NUP210L" 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"NUP210P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"NUP214" 0 0 0 0 7 0 11 5 1 6 18 0 0 4 2 0 0 0 4 1 0 21 1 8 13 0 0 0 0 0 5 0 19 19 0 1 0 0 0 3 0 0 10 0 1 0 0 0 0 2 1 0 0 0 0 0 0 1 3 4 13 9 0 3 3 0 0 0 0 0 9 0 5 0 0 0 0 23 0 0 0 0 0 35 98 0 0 0 12 6 0 0 0 0 0 0 99 1 1 0 18
"NUP35" 0 0 5 6 0 2 0 0 0 1 7 0 0 0 7 0 0 0 0 0 0 0 0 4 16 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 12 0 0 1 1 5 0 0 0 1 8 1 0 0 1 1 16 0 0 0 0 0 0 0 0 1 0 0 0 0 0 5 0 6 0 0 0 0 19 31 0 0 0 29 0 4 0 0 0 32 0 0 0 0 0 30 8
"NUP37" 5 0 0 7 0 0 1 9 7 7 5 6 0 23 5 0 0 3 3 8 0 1 20 2 55 18 0 2 0 1 0 0 0 1 5 1 0 0 4 28 6 18 0 0 0 0 2 0 27 15 0 0 9 0 18 1 0 19 6 0 0 0 0 0 7 0 0 3 0 4 1 0 0 0 0 3 0 14 0 0 6 10 1 1 0 3 0 92 84 15 1 1 2 0 0 0 14 0 0 0 0
"NUP43" 0 0 0 7 1 0 0 0 1 3 1 2 0 2 0 1 0 0 4 1 0 0 0 2 6 0 11 1 0 0 2 0 12 0 0 0 1 0 18 2 4 0 0 0 15 0 0 0 10 2 1 21 11 7 1 26 0 1 7 1 0 4 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 6 0 0 0 23 49 3 1 0 0 1 1 0 1 0 22 15 4
"NUP50" 5 0 1 0 6 1 0 20 16 6 12 27 6 1 25 2 0 4 3 14 0 31 6 2 18 17 33 0 5 2 15 0 11 18 2 6 0 0 13 1 1 26 12 1 1 0 0 0 10 14 1 0 2 12 2 4 0 1 1 9 1 2 0 1 18 0 0 8 2 1 0 0 0 3 1 0 6 1 2 7 3 9 0 2 60 47 0 178 15 3 2 10 0 35 5 0 0 4 0 43 0
"NUP50-AS1" 0 0 0 0 0 0 0 0 0 0 5 0 1 10 13 0 1 0 2 0 0 32 1 0 35 0 1 0 0 7 0 0 0 0 0 1 0 0 3 0 0 0 0 0 0 0 0 0 50 0 0 0 0 2 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 4 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0
"NUP54" 2 0 4 0 0 1 2 3 22 4 19 13 0 1 20 0 1 0 1 8 18 0 0 1 27 25 8 4 0 10 0 9 28 14 24 3 0 3 6 6 1 60 0 0 1 24 2 0 17 10 0 0 10 7 1 10 0 0 0 7 0 0 0 7 0 3 0 6 0 3 5 9 0 0 3 4 5 3 1 24 0 6 0 34 23 1 0 117 103 5 16 18 0 0 0 0 0 1 0 0 0
"NUP62" 9 3 17 21 1 7 2 46 42 9 0 3 14 13 33 7 27 4 3 15 0 3 41 11 31 30 18 35 3 0 3 27 12 85 39 11 2 1 11 5 2 37 37 0 59 29 2 1 60 20 3 8 123 10 14 17 2 3 23 19 1 33 0 0 63 0 9 0 0 17 22 2 0 2 0 1 4 15 6 0 0 2 48 171 4 43 0 82 34 16 46 0 6 22 102 0 1 1 2 65 0
"NUP62CL" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 3 0 0 0 0 0 0 0 0 0 0
"NUP85" 5 0 1 1 0 2 0 17 6 4 6 7 12 5 20 10 0 2 0 0 0 0 8 7 48 41 2 0 1 0 1 1 0 19 36 3 1 0 0 23 0 32 25 0 1 46 0 20 22 0 0 1 0 0 7 2 1 6 15 11 1 0 25 7 33 0 1 0 0 9 10 2 0 0 7 0 7 18 1 0 0 0 19 0 124 28 0 13 14 7 15 9 20 1 0 0 0 22 0 0 1
"NUP88" 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 4 0 0 3 0 0 18 0 13 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 2 5 3 1 9 2 0 0 1 4 0 25 0 12 21 0 0 6 2 0 0 0 0 0 0 0 0 0 1 3 0 1 0 0 0 1 0 0 0 1 3 0 8 0 0 6 37 28 6 1 0 0 0 0 0 0 0 0 0 1
"NUP93" 0 2 34 0 3 5 4 15 8 14 16 0 0 41 36 0 12 7 3 5 17 65 0 1 52 2 10 2 15 5 0 0 1 52 3 9 0 1 1 15 15 78 28 5 1 10 5 1 38 24 32 70 14 3 14 12 25 37 7 18 7 7 23 1 9 1 10 1 1 29 1 29 2 1 2 8 7 16 3 1 10 31 6 4 27 2 10 74 69 4 36 48 0 10 1 3 2 1 0 0 0
"NUP98" 17 2 10 0 3 3 0 13 19 0 0 0 0 4 24 0 9 0 0 10 0 0 0 5 1 61 18 7 0 0 0 0 0 2 29 8 0 1 0 33 6 33 24 0 28 2 0 0 34 11 15 2 29 10 6 26 19 30 3 10 0 7 1 1 35 0 13 0 1 10 0 1 0 0 0 13 1 21 9 0 5 0 57 57 3 50 15 3 97 2 7 1 0 8 3 1 27 0 0 2 3
"NUPL1" 0 0 3 0 2 0 0 15 6 1 3 0 5 0 1 6 0 1 0 0 0 0 0 6 27 52 3 0 0 0 0 1 15 15 9 4 3 0 1 7 13 1 1 4 54 1 0 13 63 0 0 0 7 0 2 46 23 7 5 49 6 1 0 1 22 0 0 6 0 25 4 14 0 3 0 0 7 49 1 18 3 4 0 1 43 9 2 0 1 9 10 0 0 18 0 0 0 1 0 0 0
"NUPL2" 0 0 6 2 0 0 0 3 11 0 0 0 0 1 17 0 0 2 0 0 0 4 0 0 12 14 0 3 3 0 17 0 0 7 17 1 0 1 0 17 0 52 0 0 21 28 7 0 19 4 0 0 5 2 0 37 0 0 3 14 1 0 28 0 0 0 0 6 0 0 0 0 0 0 5 0 7 7 0 0 3 2 23 40 33 24 0 1 18 0 0 0 0 13 1 1 2 1 0 0 1
"NUPR1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 946 1 0 5 0 0 2 1 0 0 0 0 1 3 1 0 0
"NUPR1L" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"NUS1" 0 0 0 7 1 0 0 0 0 0 3 0 0 0 2 0 0 4 3 5 0 0 9 4 6 0 4 0 0 0 1 0 12 1 1 0 0 0 0 0 2 0 0 0 3 33 2 0 20 14 9 0 10 0 0 20 12 0 0 0 0 0 0 5 1 0 0 0 0 13 0 0 0 0 0 0 0 14 0 0 2 4 2 1 5 78 1 0 2 0 0 8 0 0 0 0 0 0 0 0 0
"NUSAP1" 7 9 0 21 16 5 4 49 54 13 14 13 0 48 45 2 0 4 6 0 0 2 1 21 48 0 52 18 1 0 23 1 1 12 1 12 5 0 0 0 0 141 1 0 80 20 1 85 102 27 2 0 58 16 58 1 1 0 11 62 0 8 0 1 29 7 0 14 0 42 31 1 23 0 9 0 6 42 0 0 1 0 0 72 43 0 15 37 1 13 46 62 1 222 0 2 0 2 46 4 0
"NUTF2" 1 5 1 8 4 3 0 10 56 23 20 23 1 45 33 13 12 17 8 22 55 12 11 20 89 22 9 30 20 1 0 0 0 18 48 2 0 6 0 29 35 114 40 21 39 109 8 25 99 40 25 67 52 15 12 44 46 1 30 35 0 19 1 9 39 12 1 19 0 43 0 22 0 5 7 17 17 60 11 2 11 14 22 74 40 121 1 153 181 2 21 38 3 43 4 1 1 13 1 0 7
"NUTM1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"NUTM2A" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"NUTM2A-AS1" 0 4 2 0 0 0 0 2 0 0 1 14 0 0 0 0 0 2 0 0 0 0 11 2 9 0 7 2 2 0 0 0 0 1 0 0 0 0 0 10 15 0 0 6 0 0 0 8 17 3 2 21 16 13 0 0 0 0 3 0 0 13 0 1 0 0 0 2 0 0 0 1 0 0 0 12 3 0 0 0 0 0 2 11 0 13 0 2 0 0 11 0 0 0 0 0 1 0 0 0 0
"NUTM2B" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"NUTM2B-AS1" 0 0 0 0 0 0 0 0 13 5 3 0 0 8 0 8 0 0 2 0 0 0 0 12 1 2 0 0 0 0 0 0 1 14 0 0 0 0 0 0 39 0 30 0 0 5 0 0 9 0 6 0 13 0 8 4 2 0 13 3 0 8 1 0 33 0 0 0 2 6 0 8 0 0 0 0 4 12 0 0 0 11 0 134 0 44 0 47 1 0 1 0 0 0 0 0 0 1 0 0 4
"NUTM2D" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"NUTM2F" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"NUTM2G" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"NVL" 0 0 7 1 0 1 0 0 1 0 0 0 0 0 0 0 2 1 0 3 0 0 0 0 4 0 12 0 0 0 0 29 0 15 1 1 0 0 0 2 4 0 0 0 0 0 7 0 6 2 0 0 7 3 0 0 0 44 8 5 0 7 0 0 1 0 1 0 0 0 10 0 0 1 1 0 5 0 0 0 2 0 7 0 0 0 0 14 0 0 5 0 1 0 0 0 0 0 0 0 0
"NWD1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
