"FL7_TKR181200323_sc49" "FL7_TKR181200323_sc50" "FL7_TKR181200323_sc51" "FL7_TKR181200323_sc52" "FL7_TKR181200323_sc53" "FL7_TKR181200323_sc54" "FL7_TKR181200323_sc55" "FL7_TKR181200323_sc56" "FL7_TKR181200323_sc57" "FL7_TKR181200323_sc58" "FL7_TKR181200323_sc59" "FL7_TKR181200323_sc60" "FL7_TKR181200323_sc61" "FL7_TKR181200323_sc62" "FL7_TKR181200323_sc63" "FL7_TKR181200323_sc64" "FL7_TKR181200323_sc65" "FL7_TKR181200323_sc66" "FL7_TKR181200323_sc67" "FL7_TKR181200323_sc68" "FL7_TKR181200323_sc69" "FL7_TKR181200323_sc70" "FL7_TKR181200323_sc71" "FL7_TKR181200323_sc72" "FL7_TKR181200323_sc73" "FL7_TKR181200323_sc74" "FL7_TKR181200323_sc75" "FL7_TKR181200323_sc76" "FL7_TKR181200323_sc77" "FL7_TKR181200323_sc78" "FL7_TKR181200323_sc79" "FL7_TKR181200323_sc80" "FL7_TKR181200323_sc81" "FL7_TKR181200323_sc82" "FL7_TKR181200323_sc83" "FL7_TKR181200323_sc84" "FL7_TKR181200323_sc86" "FL7_TKR181200323_sc87" "FL7_TKR181200323_sc88" "FL7_TKR181200323_sc89" "FL7_TKR181200323_sc90" "FL7_TKR181200323_sc91" "FL7_TKR181200323_sc92" "FL7_TKR181200323_sc93" "FL7_TKR181200323_sc94" "FL7_TKR181200323_sc95" "FL7_TKR181200323_sc96" "YS9_TKR181200321_sc1" "YS9_TKR181200321_sc2" "YS9_TKR181200321_sc3" "YS9_TKR181200321_sc4" "YS9_TKR181200321_sc7" "YS9_TKR181200321_sc8" "YS9_TKR181200321_sc9" "YS9_TKR181200321_sc10" "YS9_TKR181200321_sc11" "YS9_TKR181200321_sc12" "YS9_TKR181200321_sc13" "YS9_TKR181200321_sc14" "YS9_TKR181200321_sc15" "YS9_TKR181200321_sc16" "YS9_TKR181200321_sc17" "YS9_TKR181200321_sc19" "YS9_TKR181200321_sc20" "YS9_TKR181200321_sc21" "YS9_TKR181200321_sc22" "YS9_TKR181200321_sc24" "YS9_TKR181200321_sc25" "YS9_TKR181200321_sc26" "YS9_TKR181200321_sc27" "YS9_TKR181200321_sc28" "YS9_TKR181200321_sc29" "YS9_TKR181200321_sc30" "YS9_TKR181200321_sc32" "YS9_TKR181200321_sc33" "YS9_TKR181200321_sc36" "YS9_TKR181200321_sc37" "YS9_TKR181200321_sc38" "YS9_TKR181200321_sc39" "YS9_TKR181200321_sc40" "YS9_TKR181200321_sc41" "YS9_TKR181200321_sc42" "YS9_TKR181200321_sc44" "YS9_TKR181200321_sc45" "YS9_TKR181200321_sc47" "YS9_TKR181200321_sc48" "H6_TKR181200322_sc49" "H6_TKR181200322_sc50" "H6_TKR181200322_sc51" "H6_TKR181200322_sc52" "H6_TKR181200322_sc53" "H6_TKR181200322_sc54" "H6_TKR181200322_sc55" "H6_TKR181200322_sc56" "H6_TKR181200322_sc57" "H6_TKR181200322_sc58" "H6_TKR181200322_sc59" "H6_TKR181200322_sc60" "H6_TKR181200322_sc61" "H6_TKR181200322_sc62" "H6_TKR181200322_sc63" "H6_TKR181200322_sc64" "H6_TKR181200322_sc65" "H6_TKR181200322_sc66" "H6_TKR181200322_sc67" "H6_TKR181200322_sc68" "H6_TKR181200322_sc69" "H6_TKR181200322_sc70" "H6_TKR181200322_sc71" "H6_TKR181200322_sc72" "H6_TKR181200322_sc73" "H6_TKR181200322_sc74" "H6_TKR181200322_sc75" "H6_TKR181200322_sc76" "H6_TKR181200322_sc77" "H6_TKR181200322_sc78" "H6_TKR181200322_sc79" "H6_TKR181200322_sc80" "H6_TKR181200322_sc81" "H6_TKR181200322_sc82" "H6_TKR181200322_sc83" "H6_TKR181200322_sc84" "H6_TKR181200322_sc85" "H6_TKR181200322_sc86" "H6_TKR181200322_sc87" "H6_TKR181200322_sc88" "H6_TKR181200322_sc89" "H6_TKR181200322_sc90" "H6_TKR181200322_sc91" "H6_TKR181200322_sc92" "H6_TKR181200322_sc93" "H6_TKR181200322_sc94" "H6_TKR181200322_sc95" "H6_TKR181200322_sc96"
"MCM4" 0 44 12 53 1 0 21 21 56 47 0 46 21 0 147 0 67 0 43 6 0 112 133 121 5 0 0 4 124 8 0 275 39 0 60 100 46 1 2 55 11 10 75 0 1 52 98 2 7 5 2 1 9 0 0 10 0 27 32 2 0 28 47 0 4 26 17 21 0 9 4 29 2 4 0 8 13 7 2 0 7 7 0 13 39 13 131 7 5 11 16 31 0 3 3 165 0 134 0 15 35 0 37 10 5 25 6 1 114 6 7 37 34 1 238 81 0 92 4 0 24 73 1 74 10 9 112 48 7 41 0 113 42 55
"MCM5" 0 40 24 72 0 2 55 11 29 107 0 41 4 29 21 23 61 0 56 83 0 199 210 96 3 1 1 1 160 39 1 119 1 0 110 67 11 0 1 96 6 12 97 1 14 19 52 10 24 5 2 5 3 0 2 2 7 26 42 0 0 39 58 0 5 5 33 8 14 27 1 47 0 3 0 3 17 48 2 0 11 18 6 11 32 0 36 104 0 17 63 94 1 0 4 87 0 201 40 105 45 72 13 36 33 17 20 32 202 21 14 34 7 5 192 66 0 44 2 4 59 24 1 117 12 6 17 68 2 141 2 12 44 58
"MCM6" 0 9 0 36 0 0 63 10 68 95 0 33 42 1 74 2 50 0 26 75 1 13 139 92 1 1 0 1 46 17 0 127 20 0 104 17 48 1 0 115 8 10 3 1 1 33 104 9 10 1 2 1 6 0 1 15 1 37 0 0 0 26 55 0 4 0 13 7 0 5 2 38 1 3 10 12 16 84 3 0 20 16 7 21 29 36 110 62 6 32 44 6 0 2 0 150 0 109 0 56 121 1 1 14 27 31 12 39 81 0 8 81 19 2 49 61 0 20 1 0 57 32 2 79 19 5 145 40 65 52 3 50 25 50
"MCM7" 1 42 38 36 8 0 33 9 46 279 0 56 20 0 56 6 135 1 50 7 0 88 235 141 1 0 0 0 182 33 1 176 44 0 152 171 65 11 0 2 35 16 84 2 1 150 98 2 1 10 2 5 14 0 1 13 9 20 22 24 0 42 110 4 9 11 27 52 1 17 15 32 0 3 0 12 23 119 1 0 24 48 5 22 39 22 325 0 0 21 5 77 6 1 0 108 0 84 9 46 124 42 18 18 9 30 25 89 241 29 9 54 48 1 17 83 1 176 21 0 67 111 3 353 29 23 179 49 78 92 5 121 49 24
"MCM8" 0 13 0 0 0 0 18 0 0 7 0 0 11 0 0 0 26 0 26 1 0 34 2 4 2 0 1 0 65 2 0 2 7 0 7 1 38 0 0 0 0 0 24 1 1 2 19 0 5 4 0 0 1 0 0 3 4 7 0 5 1 4 11 0 3 1 0 9 1 2 3 0 0 1 0 1 0 0 2 0 0 8 0 4 4 0 23 63 10 21 18 0 0 0 0 17 0 7 0 0 38 1 14 0 80 0 6 19 11 0 1 0 9 1 1 7 0 2 1 0 12 45 1 18 1 3 0 4 3 39 0 6 0 0
"MCM8-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"MCM9" 0 0 0 0 0 0 20 0 0 0 0 22 0 0 0 0 5 0 9 0 0 0 38 33 0 0 0 0 3 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 9 0 0 0 0 0 0 2 0 0 0 0 0 3 4 0 0 0 0 0 0 0 0 8 0 0 0 3 0 0 0 0 0 0 7 0 0 27 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 15 0 0 0 0 0 1 0 0 0 0 0 2 0 1 0 40 0 0 0 0 0 9 0 0 9 1
"MCMBP" 1 27 19 9 4 43 20 4 0 18 4 31 46 0 0 17 44 78 77 18 20 72 4 35 0 0 0 3 18 2 3 40 0 0 34 22 6 5 0 2 9 0 37 0 27 10 34 2 4 0 3 0 1 0 6 3 2 1 0 3 0 11 19 1 0 7 8 18 0 12 2 7 2 4 0 1 3 4 2 0 0 5 0 0 5 28 49 19 11 9 12 45 25 0 0 32 0 66 76 1 61 42 33 0 7 56 18 43 2 10 2 6 0 2 58 22 1 45 2 8 36 64 0 46 3 4 122 32 1 14 5 38 14 41
"MCMDC2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MCOLN1" 49 19 14 28 8 0 0 0 0 51 0 16 0 0 40 7 2 10 0 0 1 25 0 0 0 0 0 5 44 0 0 0 6 0 0 13 1 0 1 7 0 3 2 1 0 0 10 3 0 3 0 0 2 0 3 0 4 0 7 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 6 0 12 0 0 1 2 2 34 0 35 0 2 4 5 16 0 0 34 0 18 7 1 0 0 5 0 0 4 0 33 0 1 0 15 1 1 0 2 0 0 1 7 0 1 0 36
"MCOLN2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 0 0 0 0 0 0 0 0 0 0
"MCOLN3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MCPH1" 41 0 0 0 0 0 0 0 0 0 0 0 7 0 8 9 6 0 0 0 0 55 30 1 1 0 0 3 15 0 4 16 0 4 1 29 33 0 0 0 0 0 3 0 0 8 1 0 0 1 0 2 0 0 0 1 12 0 0 2 0 7 8 0 0 0 8 0 0 0 0 0 0 3 2 3 1 14 0 3 0 0 2 3 3 0 24 22 0 0 2 26 0 1 0 0 2 0 20 43 63 0 0 0 5 48 0 48 0 0 0 52 0 1 0 2 0 12 6 0 19 16 0 47 0 3 0 0 0 31 0 23 0 0
"MCPH1-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 2 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
"MCRS1" 0 16 1 22 0 39 0 8 3 17 0 0 0 0 1 46 4 49 59 0 5 0 11 9 3 3 0 1 0 0 1 85 7 2 59 18 88 1 2 0 20 0 0 1 0 11 0 0 0 0 2 1 0 0 1 1 3 0 0 10 0 4 2 2 1 1 0 0 0 0 1 1 3 1 0 3 5 0 0 0 0 5 0 0 4 15 23 1 1 0 1 13 0 0 0 19 0 18 5 37 28 0 11 1 2 48 5 14 44 15 0 36 0 2 86 0 86 20 5 0 1 2 0 20 1 10 28 5 0 14 4 0 0 4
"MCTP1" 11 32 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 38 0 0 25 0 8 2 0 0 1 32 0 38 0 0 4 8 15 0 1 0 0 7 7 0 2 0 6 1 0 0 0 0 0 0 0 0 1 0 0 0 5 0 0 0 0 0 5 0 0 0 0 0 7 0 1 0 0 0 1 0 0 0 0 6 0 3 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 13 2 0 0 19 27 0 18 0 1 0 8 0 0 4 0 0 0 1 0 0 0 0 0 5 0 0 12 0 0 0 0 1 0
"MCTP2" 0 0 0 0 0 0 73 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 37 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 1 0 0 0 0
"MCTS1" 72 9 15 49 0 0 0 12 2 28 0 0 31 53 31 22 75 1 39 86 17 29 75 18 0 116 13 4 126 0 1 20 6 0 6 61 0 8 0 2 6 7 15 0 34 35 52 3 1 9 10 3 2 1 2 0 1 39 5 29 0 25 15 0 8 16 0 12 4 3 0 0 4 1 0 5 15 18 3 4 0 29 28 17 4 1 37 30 17 80 15 0 2 1 1 81 7 92 64 58 89 0 27 35 24 42 14 144 13 1 7 0 16 2 122 18 2 26 22 5 28 96 2 92 0 12 1 43 13 36 7 18 12 61
"MCTS2P" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MCU" 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 12 8 0 2 0 0 0 1 0 0 0 0 0 0 0 0 8 6 0 0 0 3 0 3 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 2 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 14 0 0 0 0 1 0 0 0 41 0 0 0 0 0 0 4 0 0 0 5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 13 0 0 0 0
"MCUR1" 16 24 13 32 0 1 0 3 3 33 4 1 28 1 45 0 29 0 48 0 3 91 0 0 1 0 8 0 34 4 0 15 0 2 18 16 0 0 0 17 1 18 19 1 9 17 4 0 0 3 0 4 0 1 3 0 0 14 3 9 0 0 13 2 0 6 5 4 0 8 2 0 0 2 0 4 4 16 0 0 0 22 0 3 7 0 16 17 0 60 0 5 0 0 0 1 2 71 14 35 14 0 21 32 0 19 41 56 1 6 4 0 5 4 0 5 0 39 1 4 43 24 1 6 0 0 55 16 0 57 2 0 25 27
"MDC1" 1 0 1 0 0 0 0 0 0 30 1 12 1 0 1 5 24 41 37 0 0 0 15 3 2 0 0 0 3 1 0 9 3 0 0 0 24 2 0 63 5 3 0 0 0 2 1 0 0 2 2 2 0 0 0 1 7 6 0 4 3 15 3 3 0 1 0 0 0 0 2 6 0 0 0 2 0 0 1 0 0 2 0 0 2 0 9 0 0 0 0 1 0 0 1 0 0 0 0 0 23 2 1 1 20 36 3 0 20 0 1 15 1 1 32 0 0 63 0 1 8 85 0 25 1 2 0 3 1 0 0 0 16 28
"MDFI" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MDFIC" 0 3 0 0 5 0 0 0 8 14 0 0 0 16 29 61 2 3 37 2 0 14 56 18 0 1 7 3 0 2 0 15 7 0 4 43 0 3 3 37 27 5 40 0 0 16 2 1 0 16 0 2 0 0 4 5 33 14 1 23 0 10 29 5 0 1 3 19 0 0 5 10 0 1 0 16 4 16 1 1 2 26 1 13 7 52 11 0 0 0 0 1 8 0 0 19 0 1 0 2 5 0 0 67 25 0 4 1 0 21 0 1 0 0 1 2 0 0 0 0 9 21 1 29 2 2 1 0 7 0 2 3 20 0
"MDGA1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MDGA2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 7 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MDH1" 29 36 28 60 0 0 27 5 20 1 1 20 119 4 54 35 85 76 117 33 7 90 58 54 3 21 0 2 0 29 0 116 12 0 58 79 51 16 2 24 79 3 150 14 16 19 58 9 9 3 4 0 6 0 3 1 6 5 24 30 0 6 29 4 5 9 3 15 0 1 3 13 2 1 0 5 13 20 0 0 19 15 0 5 20 16 97 59 30 53 9 65 0 4 1 83 0 90 10 61 122 54 22 60 19 127 13 259 114 38 5 0 24 3 59 9 61 40 33 1 6 116 2 121 12 10 47 72 2 107 10 64 6 44
"MDH1B" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MDH2" 14 78 29 69 1 75 12 24 16 73 9 70 86 195 168 291 197 221 144 107 48 73 33 61 4 4 1 2 236 12 0 200 26 1 95 112 100 19 0 66 63 22 253 5 26 61 85 14 9 19 4 4 8 3 1 4 2 28 17 28 0 22 116 1 17 19 12 64 1 2 5 31 6 7 12 19 32 90 2 19 46 42 24 28 30 9 256 111 35 35 22 66 29 2 1 71 0 102 177 185 168 90 65 180 68 152 84 424 429 73 18 87 21 3 150 50 26 412 45 4 61 87 1 411 1 26 14 75 23 207 19 31 46 74
"MDK" 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 44 13 0 0 0 0 0 0 0 0 0 0 2 0 1 0 226 0 0 0 95 0 0 0 0 14 0 0 2 0 3 0 0 0 0 0 0 0 0 0 9 3 12 0 25 1 29 1 0 1 0 0 0 0 0 3 1 11 5 12 4 0 36 0 0 83 0 0 24 1 0 0 0 0 0 0 0 0 0 0 0 0 0 21 0 0 15 0 0 0 0 6 0 0 0 0 22 0 0 0 8 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 1 0
"MDM1" 0 1 0 19 0 0 27 0 0 0 0 0 1 0 16 4 0 13 12 57 0 0 0 0 0 0 11 0 0 0 20 7 2 0 20 0 21 0 0 0 0 0 0 0 12 10 0 0 0 2 0 0 0 0 2 0 6 1 0 3 0 4 0 1 2 0 0 7 0 0 0 0 0 0 0 0 1 11 0 0 0 1 2 0 0 0 9 26 6 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 57 15 23 38 33 2 39 0 1 51 1 0 0 0 2 8 1 0 0 0 0 0 0 0 0 0 0 0 9
"MDM2" 0 4 10 17 0 0 25 1 0 14 0 0 0 60 0 1 11 5 0 0 0 1 7 7 0 1 13 3 3 3 0 24 7 0 10 1 9 0 0 4 3 4 1 2 0 3 1 0 2 6 1 2 0 0 2 0 0 3 0 0 0 7 9 0 0 4 5 7 1 2 1 0 3 0 0 0 2 10 0 0 7 0 0 0 6 0 3 1 5 0 1 4 1 1 14 2 0 44 0 29 38 7 6 25 20 33 5 1 0 0 0 0 1 2 12 2 0 0 0 2 3 7 0 50 0 0 0 1 10 0 2 44 7 22
"MDM4" 3 1 10 17 5 97 0 7 2 11 6 1 3 109 21 120 62 53 142 97 4 8 19 52 3 0 6 1 4 1 130 6 2 5 34 37 0 3 4 0 19 0 134 5 23 3 98 7 2 4 3 2 8 0 0 0 6 6 12 9 0 6 10 1 1 1 8 24 17 3 3 12 2 1 6 4 3 0 1 39 0 21 5 5 22 0 57 71 6 1 27 52 1 3 0 78 0 44 9 1 96 19 16 0 69 17 17 90 64 18 1 0 28 6 53 15 3 161 8 6 11 78 2 81 10 0 2 55 11 102 2 0 21 18
"MDN1" 0 85 0 34 0 0 1 10 57 4 0 1 0 0 1 1 23 21 28 18 5 24 1 57 3 0 0 1 61 0 3 45 9 0 28 23 0 0 0 0 40 1 0 9 27 15 1 0 0 0 2 3 6 0 0 1 6 37 0 7 0 13 27 1 7 18 8 20 10 0 2 4 0 1 14 6 4 54 3 0 26 2 7 1 0 0 48 13 2 21 0 15 0 0 0 9 0 2 6 0 121 0 14 0 0 2 0 31 124 20 1 0 5 1 0 7 3 57 3 1 14 82 0 42 3 9 81 2 22 9 0 24 30 1
"MDP1" 0 5 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 3 3 1 0 0 0 0 0 0 0 2 0 0 0 0 7 0 0 0 0 3 0 0 8 0 0 1 5 0 0 0 0 0 0 0 0 1 7 0 0 0 0 0 9 0 0 0 0 0 6 1 0 0 0
"MDS2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ME1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ME2" 0 14 2 0 0 31 0 4 0 92 2 0 5 1 13 0 30 5 40 9 1 15 0 0 2 0 1 4 2 0 20 90 1 4 0 0 44 1 0 25 6 14 13 3 0 16 5 3 1 0 4 1 4 1 4 0 1 6 1 9 0 20 6 1 2 0 10 6 0 0 0 0 2 0 0 3 1 11 0 12 1 4 0 4 2 12 14 19 6 7 3 0 0 1 0 35 0 15 23 2 53 75 7 0 0 31 21 121 99 4 0 15 0 4 33 0 0 44 3 4 0 42 2 71 4 1 1 0 0 28 0 6 5 25
"ME3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MEA1" 13 1 3 8 0 0 0 14 11 7 0 37 11 24 9 31 59 0 75 0 0 12 0 0 2 0 0 2 64 1 0 64 1 0 11 55 28 1 0 0 9 5 35 0 24 12 6 0 4 0 0 0 1 0 0 0 3 1 0 2 0 5 3 0 1 2 0 15 0 0 2 0 3 0 0 1 5 6 0 0 0 7 0 1 3 0 39 29 1 0 10 2 0 0 0 35 1 1 6 14 16 9 23 4 1 61 16 76 31 9 1 48 16 1 87 8 0 54 3 0 7 5 3 120 1 3 22 21 0 23 1 22 10 0
"MEAF6" 0 10 6 4 0 0 0 8 9 1 0 36 4 40 26 64 34 132 3 56 0 0 3 15 0 0 0 4 9 0 0 54 0 3 4 20 1 0 1 0 5 0 47 2 0 10 50 6 5 1 6 2 4 0 2 3 7 5 8 12 0 13 9 2 1 17 5 6 0 3 6 29 6 3 0 4 5 0 1 0 9 12 4 4 4 15 85 15 1 16 8 26 0 0 0 1 6 36 13 0 46 22 3 16 51 36 21 29 55 45 0 0 15 2 0 14 39 63 12 0 11 9 0 84 0 1 3 32 0 32 0 0 12 15
"MEAT6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MECOM" 0 0 6 0 0 0 0 0 0 0 0 0 14 43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 3 0 3 16 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 13 4 0 7 0 0 0 32 0 0 0 0 0 0 0 0 0 0 9 0 20 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 12 0 0 0 0 1 0 0 22 0 0
