"FL7_TKR181200323_sc49" "FL7_TKR181200323_sc50" "FL7_TKR181200323_sc51" "FL7_TKR181200323_sc52" "FL7_TKR181200323_sc53" "FL7_TKR181200323_sc54" "FL7_TKR181200323_sc55" "FL7_TKR181200323_sc56" "FL7_TKR181200323_sc57" "FL7_TKR181200323_sc58" "FL7_TKR181200323_sc59" "FL7_TKR181200323_sc60" "FL7_TKR181200323_sc61" "FL7_TKR181200323_sc62" "FL7_TKR181200323_sc63" "FL7_TKR181200323_sc64" "FL7_TKR181200323_sc65" "FL7_TKR181200323_sc66" "FL7_TKR181200323_sc67" "FL7_TKR181200323_sc68" "FL7_TKR181200323_sc69" "FL7_TKR181200323_sc70" "FL7_TKR181200323_sc71" "FL7_TKR181200323_sc72" "FL7_TKR181200323_sc73" "FL7_TKR181200323_sc74" "FL7_TKR181200323_sc75" "FL7_TKR181200323_sc76" "FL7_TKR181200323_sc77" "FL7_TKR181200323_sc78" "FL7_TKR181200323_sc79" "FL7_TKR181200323_sc80" "FL7_TKR181200323_sc81" "FL7_TKR181200323_sc82" "FL7_TKR181200323_sc83" "FL7_TKR181200323_sc84" "FL7_TKR181200323_sc86" "FL7_TKR181200323_sc87" "FL7_TKR181200323_sc88" "FL7_TKR181200323_sc89" "FL7_TKR181200323_sc90" "FL7_TKR181200323_sc91" "FL7_TKR181200323_sc92" "FL7_TKR181200323_sc93" "FL7_TKR181200323_sc94" "FL7_TKR181200323_sc95" "FL7_TKR181200323_sc96" "YS9_TKR181200321_sc1" "YS9_TKR181200321_sc2" "YS9_TKR181200321_sc3" "YS9_TKR181200321_sc4" "YS9_TKR181200321_sc7" "YS9_TKR181200321_sc8" "YS9_TKR181200321_sc9" "YS9_TKR181200321_sc10" "YS9_TKR181200321_sc11" "YS9_TKR181200321_sc12" "YS9_TKR181200321_sc13" "YS9_TKR181200321_sc14" "YS9_TKR181200321_sc15" "YS9_TKR181200321_sc16" "YS9_TKR181200321_sc17" "YS9_TKR181200321_sc19" "YS9_TKR181200321_sc20" "YS9_TKR181200321_sc21" "YS9_TKR181200321_sc22" "YS9_TKR181200321_sc24" "YS9_TKR181200321_sc25" "YS9_TKR181200321_sc26" "YS9_TKR181200321_sc27" "YS9_TKR181200321_sc28" "YS9_TKR181200321_sc29" "YS9_TKR181200321_sc30" "YS9_TKR181200321_sc32" "YS9_TKR181200321_sc33" "YS9_TKR181200321_sc36" "YS9_TKR181200321_sc37" "YS9_TKR181200321_sc38" "YS9_TKR181200321_sc39" "YS9_TKR181200321_sc40" "YS9_TKR181200321_sc41" "YS9_TKR181200321_sc42" "YS9_TKR181200321_sc44" "YS9_TKR181200321_sc45" "YS9_TKR181200321_sc47" "YS9_TKR181200321_sc48" "H6_TKR181200322_sc49" "H6_TKR181200322_sc50" "H6_TKR181200322_sc51" "H6_TKR181200322_sc52" "H6_TKR181200322_sc53" "H6_TKR181200322_sc54" "H6_TKR181200322_sc55" "H6_TKR181200322_sc56" "H6_TKR181200322_sc57" "H6_TKR181200322_sc58" "H6_TKR181200322_sc59" "H6_TKR181200322_sc60" "H6_TKR181200322_sc61" "H6_TKR181200322_sc62" "H6_TKR181200322_sc63" "H6_TKR181200322_sc64" "H6_TKR181200322_sc65" "H6_TKR181200322_sc66" "H6_TKR181200322_sc67" "H6_TKR181200322_sc68" "H6_TKR181200322_sc69" "H6_TKR181200322_sc70" "H6_TKR181200322_sc71" "H6_TKR181200322_sc72" "H6_TKR181200322_sc73" "H6_TKR181200322_sc74" "H6_TKR181200322_sc75" "H6_TKR181200322_sc76" "H6_TKR181200322_sc77" "H6_TKR181200322_sc78" "H6_TKR181200322_sc79" "H6_TKR181200322_sc80" "H6_TKR181200322_sc81" "H6_TKR181200322_sc82" "H6_TKR181200322_sc83" "H6_TKR181200322_sc84" "H6_TKR181200322_sc85" "H6_TKR181200322_sc86" "H6_TKR181200322_sc87" "H6_TKR181200322_sc88" "H6_TKR181200322_sc89" "H6_TKR181200322_sc90" "H6_TKR181200322_sc91" "H6_TKR181200322_sc92" "H6_TKR181200322_sc93" "H6_TKR181200322_sc94" "H6_TKR181200322_sc95" "H6_TKR181200322_sc96"
"MECP2" 0 23 1 19 0 0 0 0 1 1 3 0 8 0 1 11 13 26 0 0 0 3 55 1 2 1 0 1 0 6 0 22 9 2 0 11 0 0 0 11 0 22 6 1 55 0 17 0 0 0 1 5 0 0 0 0 4 2 3 6 0 8 11 0 2 3 0 0 0 0 0 1 0 1 2 8 6 22 1 0 6 13 0 10 11 0 17 17 2 0 0 0 12 0 1 12 2 2 0 0 18 0 9 0 1 0 1 1 62 4 1 2 0 0 31 0 0 30 4 0 6 33 1 16 1 1 12 16 0 5 3 13 4 1
"MECR" 14 0 11 6 0 0 1 0 0 28 0 0 0 0 22 0 20 49 30 0 0 0 38 0 1 1 0 1 15 0 0 59 9 0 17 14 1 0 0 0 13 0 73 1 0 9 24 0 0 1 2 1 0 0 3 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 12 0 7 8 0 0 0 0 0 5 0 0 1 0 3 0 0 27 0 0 0 24 0 44 0 0 0 0 2 0 0 92 12 24 71 0 2 0 0 1 0 0 0 24 4 0 0 11 0 22 0 7 0 1 1 0 0 0 14 11
"MED1" 0 1 8 34 8 0 1 1 1 29 0 19 27 0 0 11 3 17 0 49 3 10 38 15 3 0 0 4 18 2 0 0 1 0 1 37 35 8 4 2 8 0 24 3 4 6 3 3 0 8 2 0 1 1 8 3 6 6 1 8 0 12 50 0 1 0 0 2 0 0 4 4 0 0 0 0 5 48 1 23 0 32 0 3 0 0 10 47 6 62 0 2 0 0 0 29 0 43 11 0 23 0 14 0 0 37 4 77 77 0 4 0 0 1 39 2 0 95 0 0 32 105 0 117 0 9 17 18 8 30 3 3 23 25
"MED10" 18 0 1 1 8 0 0 0 2 0 4 0 30 20 13 39 2 2 36 64 3 0 0 0 0 0 0 0 0 3 0 65 8 7 3 20 0 6 3 0 5 0 4 0 0 14 6 0 0 1 0 0 0 0 3 0 4 3 0 6 0 8 5 0 0 3 0 0 0 0 0 0 1 0 0 0 2 9 0 0 10 8 7 4 2 0 7 40 0 0 8 0 15 0 0 18 0 26 0 22 18 0 42 13 0 40 6 45 13 39 1 0 1 1 8 0 0 0 0 3 2 6 0 0 1 6 4 1 0 14 0 15 0 2
"MED11" 17 24 1 7 1 0 0 0 0 0 0 0 0 0 0 21 13 0 0 0 0 0 0 9 0 58 0 0 31 0 0 0 0 0 0 18 6 0 2 0 0 0 0 0 24 10 0 0 0 0 0 0 1 2 1 0 1 0 0 0 0 0 0 0 0 0 0 9 0 1 3 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 8 0 5 0 0 9 0 0 0 0 0 0 0 0 10 14 17 0 0 1 3 19 0 0 1 0 0 0 5 1 0 30 5 0 0 20 0 45 0 0 0 0 0 21 1 0 0 1
"MED12" 1 20 0 0 3 0 0 0 0 0 0 40 1 0 0 33 1 1 0 0 0 1 40 14 0 0 0 1 10 0 0 0 0 4 8 0 0 0 0 0 8 8 0 0 0 8 4 0 0 1 1 1 0 0 0 0 6 2 0 5 0 0 11 2 0 9 1 2 0 0 4 12 4 1 0 4 8 2 0 0 10 5 0 0 7 1 0 0 16 0 7 0 0 0 0 0 0 1 0 0 0 22 0 0 59 0 17 1 42 0 0 0 0 1 0 0 0 38 3 1 5 16 1 33 0 7 0 0 2 0 4 10 0 15
"MED12L" 0 19 0 0 0 0 0 0 0 14 0 1 50 14 0 0 0 0 0 0 0 37 5 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 48 0 0 0 0 0 0 0 0 0 2 3 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30
"MED13" 12 4 8 1 0 1 0 9 0 2 2 9 23 24 0 1 15 59 23 23 7 0 0 8 0 13 6 0 10 0 0 38 8 0 0 0 0 0 1 11 10 0 13 0 1 10 0 1 0 3 5 0 2 0 1 1 4 18 11 1 1 10 26 6 2 12 4 4 0 4 3 13 3 1 0 12 3 32 1 0 20 4 6 0 6 5 11 0 7 0 0 28 0 0 0 9 0 2 9 56 56 10 8 8 100 0 4 8 31 15 0 47 4 1 84 0 0 87 5 1 0 23 1 39 0 1 0 1 0 0 7 10 14 0
"MED13L" 0 10 0 14 6 12 0 6 3 95 8 47 20 31 0 44 21 42 8 2 30 9 5 34 5 0 35 3 20 8 0 20 2 2 66 11 0 1 0 11 46 8 52 1 18 11 0 1 10 5 1 1 7 1 0 0 8 17 6 19 0 2 20 8 2 6 9 13 24 0 0 14 3 1 0 8 8 23 4 6 26 13 5 5 1 4 3 0 7 38 0 0 0 5 1 3 6 14 1 0 3 3 4 37 37 52 48 42 1 2 1 18 6 4 26 27 42 70 2 0 13 44 3 108 7 11 0 13 25 27 0 34 12 2
"MED14" 0 1 0 0 0 0 2 0 12 28 0 0 2 0 0 25 13 96 14 12 1 0 0 0 0 0 0 0 0 0 0 0 6 0 0 6 15 0 0 0 0 0 20 0 0 4 2 0 7 1 0 2 0 0 0 0 2 5 16 0 0 0 0 0 0 0 0 0 0 2 1 1 0 0 0 0 0 17 0 0 0 1 0 0 0 0 18 0 1 0 0 0 0 2 0 0 0 33 24 0 0 9 0 1 4 0 1 26 18 18 0 0 0 1 63 11 0 0 0 2 0 0 0 0 0 0 38 0 0 15 0 2 2 2
"MED14OS" 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 9 0 0 0 0 5 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 1 0
"MED15" 0 0 12 0 0 0 14 0 10 0 1 18 6 1 49 0 9 16 132 2 7 0 10 14 0 45 0 1 26 0 0 55 0 0 1 3 13 4 0 0 0 0 10 0 1 2 24 0 6 2 1 1 0 0 0 0 4 1 12 5 9 3 14 1 2 4 4 7 0 2 0 18 0 0 0 1 8 16 0 7 25 2 1 1 0 11 32 67 4 2 5 0 11 1 0 15 0 24 32 37 0 22 7 2 26 21 10 9 1 0 0 37 5 2 90 3 9 112 7 0 6 0 0 29 2 3 46 27 4 3 0 56 3 24
"MED15P9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MED16" 1 3 5 9 0 0 0 14 0 1 1 0 1 75 36 17 39 29 10 0 20 39 0 18 1 45 1 1 5 0 0 20 0 0 3 2 0 1 0 26 18 2 2 3 0 7 19 1 0 0 0 0 1 0 0 0 2 3 21 6 8 4 6 0 0 0 1 1 10 8 1 0 3 2 0 0 17 19 1 0 0 0 13 2 0 2 19 15 0 0 0 102 0 0 0 31 0 0 0 9 22 27 3 0 18 85 17 16 2 0 1 0 0 1 44 0 0 9 3 0 19 1 1 6 0 0 1 22 14 7 1 10 9 4
"MED17" 0 0 1 0 0 0 1 0 0 0 0 14 0 0 1 5 3 9 0 0 0 55 0 0 0 0 1 0 0 0 0 24 0 0 0 0 2 0 0 0 4 1 6 0 0 3 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 3 0 6 0 0 1 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 17 0 0 2 2 20 0 0 0 0 1 0 0 0 20 0 29 1 0 11 0 4 0 0 0 0 0 0 0 0 0 9 0 0 44 2 0 0 0 0 0 0 0 0 0 0 0 0
"MED18" 0 14 11 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 1 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 39 0 0 10 9 0 0 0 0 0 0 0 0 0 29 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 3
"MED19" 0 0 0 30 0 0 0 0 5 1 0 0 0 100 49 1 19 0 129 69 0 0 11 7 0 0 15 1 33 6 11 17 0 0 30 0 0 1 2 0 0 0 20 6 0 3 19 0 7 0 0 0 0 0 0 0 3 0 14 0 0 0 12 0 1 0 5 0 16 0 1 0 1 2 0 1 3 0 0 0 0 1 5 3 0 0 21 1 8 0 0 0 1 0 0 55 0 18 19 61 12 0 0 0 0 16 27 34 1 36 2 0 0 1 11 0 0 75 15 0 0 0 0 0 0 2 43 0 0 0 2 16 19 0
"MED20" 7 0 4 0 0 0 0 0 1 0 0 0 0 0 0 4 0 11 0 0 5 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 71 0 0 0 1 0 3 0 0 0 0 0 0 1 0 2 0 1 1 0 1 0 0 2 0 5 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 4 0 0 1 1 0 0 0 3 0 0 5 3 0 0 0 9 0 0 0 49 0 21 0 36 8 0 0 0 0 32 0 0 0 0 0 27 26 0 19 0 0 23 16 0 21 2 28 0 0
"MED21" 0 0 0 9 0 0 0 0 0 0 0 2 14 16 0 22 1 11 21 3 0 12 0 0 1 0 14 1 0 0 0 35 0 0 13 7 0 0 3 0 10 0 11 2 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 8 0 8 0 0 0 0 0 1 0 0 2 0 0 1 0 0 0 0 0 6 0 2 0 3 9 0 19 0 9 0 0 0 0 0 0 38 0 20 0 0 0 0 4 17 0 12 33 5 20 9 0 1 0 1 62 0 0 0 8 0 4 3 0 55 0 3 0 0 0 19 0 0 0 0
"MED22" 0 0 0 0 0 0 47 2 19 0 0 0 1 0 0 0 5 0 0 14 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 23 51 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 1 4 0 0 0 0 0 27 0 0 0 6 0 36 0 0 0 4 0 43 1 0 0 0
"MED23" 0 0 0 0 0 0 0 0 16 3 0 29 45 0 0 0 8 0 0 0 0 0 70 0 0 35 0 2 0 0 56 13 0 0 3 0 0 0 3 44 6 4 0 0 8 2 25 0 1 0 0 1 0 0 2 0 1 7 0 6 0 0 0 0 0 0 9 2 0 1 1 1 4 1 0 0 1 54 0 0 14 0 0 0 0 6 0 9 0 0 0 0 0 0 0 1 0 8 0 0 1 0 0 12 0 13 0 0 0 0 0 0 3 0 0 5 0 24 1 0 14 12 1 18 5 0 1 0 7 2 1 0 0 8
"MED24" 1 49 0 18 0 0 14 0 1 0 0 0 11 13 14 0 4 3 20 61 2 14 2 1 0 0 0 0 19 0 0 31 0 0 0 3 0 11 0 0 4 0 28 3 0 2 15 0 0 0 0 2 0 0 3 0 0 2 8 6 0 8 0 1 2 0 3 12 0 0 1 0 0 3 0 4 2 1 3 0 5 5 3 0 1 12 22 1 0 2 3 2 0 1 1 8 0 7 9 69 29 1 0 0 52 25 22 27 43 1 0 0 0 0 5 0 0 58 29 0 3 10 0 41 0 1 7 11 1 22 4 0 34 0
"MED25" 0 1 1 0 0 0 0 0 0 0 2 0 0 0 0 39 0 0 30 0 1 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 2 0 36 5 27 0 0 0 2 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 7 21 29 1 21 0 10 1 0 0 2 0 0 0 0 0 3 15 68 0 0 12 0 55 0 1 0 0 0 0 1 44 100 0 0 16 17 0 17 0 0 0 20 0 3 1 23 0 34
"MED26" 0 14 0 1 2 0 0 0 0 0 0 11 0 1 1 0 0 0 0 77 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 5 0 0 0 0 0 0 21 0 0 0 0 0 4 0 0 0 0 1 0 11 0 0 0 0 14 0 0 0 1 3 0 0 0 0 1 0 0 1 0 8 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 23 41 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 6 1 32 3 0 0 0 0 9 0 4 4 0
"MED27" 0 0 13 3 0 0 0 0 1 0 0 0 0 0 0 64 9 25 1 0 0 46 0 0 0 0 0 1 0 0 0 25 0 0 0 19 0 1 0 0 0 8 0 0 0 0 0 0 0 0 0 5 2 0 0 1 0 0 5 2 0 0 10 0 1 7 2 3 0 0 0 0 0 0 0 0 0 0 1 0 0 12 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 27 0 36 0 1 0 0 0 13 6 20 0 0 3 1 0 1 30 0 0 30 4 0 0 12 0 0 0 1 0 10 0 50 0 0 0 5
"MED28" 1 5 1 0 0 0 47 5 14 10 5 47 46 26 44 40 22 37 60 3 9 37 132 0 0 15 0 5 80 0 0 61 11 0 16 38 0 7 5 0 19 2 55 3 71 12 58 1 0 1 2 4 4 0 0 5 3 5 19 3 0 8 3 1 3 0 2 11 3 0 3 0 10 2 0 1 12 34 4 13 12 16 0 5 5 16 52 0 7 0 8 16 1 1 0 50 0 183 8 70 79 16 25 1 0 163 0 67 87 16 2 0 2 3 57 2 0 55 10 0 1 52 0 48 7 5 56 18 28 37 6 23 5 44
"MED29" 17 38 3 33 1 0 0 0 0 0 0 51 62 3 23 1 11 117 0 0 16 0 1 2 2 0 0 1 1 0 1 38 0 1 27 3 3 6 4 0 8 0 26 2 0 38 27 0 3 5 0 0 0 0 0 0 6 0 0 0 5 1 7 0 0 4 10 20 0 4 0 0 0 6 0 0 4 2 3 0 32 5 2 0 0 0 52 1 6 2 1 0 0 0 0 1 6 3 0 40 0 22 0 0 88 41 8 52 48 0 5 0 13 4 54 0 42 81 14 0 1 22 1 64 3 1 0 0 0 28 3 9 13 0
"MED30" 0 5 1 9 0 0 0 0 1 7 0 10 28 0 23 18 0 29 7 0 1 0 1 6 2 0 0 0 28 0 0 59 18 0 7 7 0 0 2 0 4 0 55 0 0 4 0 0 0 8 2 0 0 0 0 0 4 3 0 6 0 16 0 0 1 1 2 5 6 0 0 0 0 0 1 0 2 1 2 0 0 9 0 0 4 0 33 0 6 0 0 0 0 0 0 0 0 26 0 0 51 1 8 59 10 15 5 28 8 9 0 22 0 1 7 3 0 62 1 0 12 3 0 41 0 0 0 0 0 6 0 5 0 0
"MED31" 7 0 0 0 0 0 0 0 0 0 0 3 5 1 21 0 11 0 0 0 0 24 0 6 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 2 25 4 0 0 0 0 0 0 0 0 0 0 3 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 7 0 0 0 0 0 3 0 0 1 0 0 0 8 0 0 0 0 26 0 0 3 0 0 1 13 1 0 0 1 0 5 2 0 0 0 4 0 0 0 21 0 0 0 1
"MED4" 0 25 15 52 1 19 41 3 1 1 3 5 3 2 11 46 18 3 45 0 0 0 59 21 2 0 0 0 19 1 0 0 5 0 4 3 0 0 0 12 10 0 0 1 0 20 35 4 18 4 1 0 0 3 4 1 0 18 5 9 0 7 2 3 5 0 4 13 0 10 0 24 0 1 0 0 0 1 1 3 0 10 0 0 5 14 8 31 4 7 0 0 32 0 9 12 0 1 0 1 46 0 8 1 9 1 13 59 33 18 2 0 14 1 0 7 0 8 8 0 15 31 2 7 11 0 0 2 1 22 1 15 9 56
"MED4-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MED6" 0 0 0 6 0 0 0 2 0 17 0 1 32 0 26 17 33 15 16 0 7 29 63 0 1 22 0 2 24 0 0 0 0 0 17 0 1 3 3 1 7 1 1 0 19 0 12 2 0 0 0 0 0 0 3 1 2 0 1 2 0 0 0 1 0 0 0 0 0 4 0 10 0 0 0 0 2 14 1 0 0 6 0 0 13 0 33 0 0 0 8 0 0 0 0 12 0 11 0 0 45 2 10 0 4 0 5 48 51 10 0 0 0 0 2 0 0 88 0 2 14 37 2 28 2 1 0 3 0 0 1 8 0 22
"MED7" 0 0 3 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 44 1 0 0 26 0 0 0 0 0 0 9 0 23 0 0 0 0 0 4 0 0 0 0 0 0 0 0 3 0 3 1 1 0 0 0 3 0 10 3 0 0 0 13 0 1 0 0 0 2 0 0 0 0 1 2 0 0 0 0 0 0 0 1 0 0 6 1 1 0 4 5 0 0 0 0 0 0 0 1 12 0 21 9 4 0 3 65 15 41 23 26 0 0 0 2 0 0 0 0 0 0 0 0 0 81 0 0 54 9 0 0 1 0 11 0
"MED8" 1 4 10 36 0 0 0 1 0 2 4 22 24 1 0 33 29 0 36 0 8 1 22 10 0 0 0 2 20 0 0 9 0 0 26 36 22 1 0 0 10 1 27 0 0 13 0 0 0 2 0 0 3 0 5 1 0 0 0 2 0 6 0 0 0 0 0 4 0 2 0 0 2 2 0 6 5 0 1 0 9 17 2 10 0 0 27 59 8 9 0 8 0 0 0 2 1 0 0 54 33 0 26 0 1 46 10 7 12 0 2 6 0 0 0 9 1 31 9 0 23 25 1 90 2 2 0 23 0 1 4 10 2 8
"MED9" 0 20 0 0 0 0 0 1 0 0 0 0 0 0 0 0 19 0 0 0 0 12 0 1 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 8 0 5 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 6 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 18 0 0 0 0 0 0 0 14 1 0 0 0 0 0 0 0 78 0 0 0 1 0 0 0 0 0 0 0 0 0 8 0 0 4 0 0
"MEDAG" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MEF2A" 25 61 21 30 0 1 0 11 3 16 2 1 44 58 119 87 60 92 192 0 28 51 48 29 0 115 15 3 30 0 12 66 26 1 29 0 70 1 19 113 22 20 130 12 10 27 40 4 8 5 8 2 4 2 18 3 10 6 7 3 11 4 21 2 2 10 1 22 6 3 8 84 6 0 1 6 4 49 4 15 14 26 3 7 27 13 52 66 25 3 16 46 0 1 0 103 1 81 127 57 167 45 26 50 27 150 29 152 64 0 4 234 0 2 373 13 48 206 13 18 0 85 2 164 1 4 42 20 0 137 9 6 25 28
"MEF2B" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MEF2BNB" 0 1 0 1 0 0 1 4 0 0 0 0 0 0 33 66 6 0 45 0 0 13 12 11 0 0 0 0 0 4 1 38 0 0 0 4 0 0 0 33 1 0 0 0 0 0 31 0 0 2 0 0 4 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 11 0 0 0 7 0 3 0 0 48 1 3 0 2 0 0 0 0 93 0 17 0 11 0 0 0 17 26 46 0 68 7 0 0 0 0 1 0 7 0 0 14 0 3 9 0 29 0 5 11 15 0 0 0 0 9 24
"MEF2BNB-MEF2B" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MEF2C" 155 174 113 217 15 2 0 14 43 133 15 221 47 488 305 350 134 68 453 136 33 293 128 172 2 238 56 13 258 18 1 425 60 8 82 59 169 28 24 561 106 44 194 29 103 52 144 37 67 13 24 5 12 6 27 11 14 38 226 28 12 55 168 6 7 66 31 133 109 55 11 83 12 11 6 44 20 138 9 66 81 28 73 40 65 159 389 177 103 166 62 196 1 25 16 607 3 122 93 418 511 175 198 183 95 891 297 759 452 143 9 337 133 26 554 92 101 413 90 28 58 249 9 723 27 13 604 215 0 745 42 59 73 191
"MEF2C-AS1" 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 14 0 8 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0
"MEF2D" 17 0 5 14 3 5 0 0 1 0 0 0 0 5 15 3 1 0 1 10 0 1 25 20 3 0 0 0 0 0 0 1 0 0 20 0 0 3 1 0 6 0 0 1 0 29 32 2 0 1 0 0 2 0 1 0 1 0 0 1 0 1 6 2 0 4 6 2 0 3 0 0 0 1 0 0 0 1 0 0 2 0 0 2 0 12 13 0 1 0 0 0 27 0 0 0 0 1 1 0 3 0 14 0 2 0 0 4 0 1 0 0 15 1 0 1 13 42 1 3 7 1 0 38 1 0 12 0 2 0 0 0 6 19
