,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
ENSG00000082153.1,2.99308941891048e-24,0.255378801459373,1,1,5.23431477579065e-20,6,ENSG00000082153
ENSG00000142871.1,3.12083619756587e-24,-0.331326480166836,0.843,0.95,5.45771834230319e-20,6,ENSG00000142871
ENSG00000100393,3.26854737822895e-24,-0.292888068391311,1,1,5.71603565504679e-20,6,ENSG00000100393
ENSG00000204316,3.51040895282828e-24,0.262436338480721,0.978,0.733,6.13900317670609e-20,6,ENSG00000204316
ENSG00000130303,5.03735281143116e-24,0.297431117052629,1,0.944,8.80932259663081e-20,6,ENSG00000130303
ENSG00000104722,5.43795893230524e-24,-0.281846616316751,0.764,0.941,9.5099025808154e-20,6,ENSG00000104722
ENSG00000164056,6.28215272348163e-24,0.271817912818575,0.989,0.944,1.09862286828247e-19,6,ENSG00000164056
ENSG00000181885,6.78284930494211e-24,-0.272751427683488,0.775,0.961,1.18618468644828e-19,6,ENSG00000181885
ENSG00000112667,7.55349333470878e-24,0.30887127153047,0.978,0.893,1.32095491437387e-19,6,ENSG00000112667
ENSG00000162194.3,1.04983430724493e-23,0.271797415349368,1,0.999,1.83595023650993e-19,6,ENSG00000162194
ENSG00000171314.1,1.26746941158586e-23,0.292044075701628,1,0.997,2.21655050698135e-19,6,ENSG00000171314
ENSG00000204922,1.42299607193411e-23,0.285535809460639,1,0.992,2.48853553059837e-19,6,ENSG00000204922
ENSG00000135821,1.73367333046257e-23,-0.268138458340645,1,1,3.03184792031294e-19,6,ENSG00000135821
ENSG00000152061.2,1.78012518235494e-23,-0.331055774437035,0.989,0.993,3.11308291890231e-19,6,ENSG00000152061
ENSG00000182768,2.11024743632691e-23,0.273368285736568,0.989,0.844,3.6904007166485e-19,6,ENSG00000182768
ENSG00000198712,2.27989920818281e-23,-0.271120961687564,1,1,3.9870877352701e-19,6,ENSG00000198712
ENSG00000117335,3.36046291358841e-23,-0.278365088628384,0.989,1,5.87677754328341e-19,6,ENSG00000117335
ENSG00000167900,3.78678192832086e-23,0.268268242645936,1,0.997,6.62232423624753e-19,6,ENSG00000167900
ENSG00000182551,3.84928875302748e-23,0.267929926432125,1,0.957,6.73163617129445e-19,6,ENSG00000182551
ENSG00000143368,5.72567641058201e-23,0.295406770362252,1,0.968,1.00130629068258e-18,6,ENSG00000143368
ENSG00000130312,5.75920741620658e-23,0.261919810819343,1,0.992,1.00717019294621e-18,6,ENSG00000130312
ENSG00000151914.1,6.64167722449345e-23,-0.308770917988584,1,0.997,1.16149651301941e-18,6,ENSG00000151914
ENSG00000138768.1,8.22190349721891e-23,-0.291030357434398,1,1,1.43784648359364e-18,6,ENSG00000138768
ENSG00000101220,1.0244619645575e-22,0.284189016726375,0.978,0.917,1.79157908361816e-18,6,ENSG00000101220
ENSG00000160932,1.67746981319096e-22,0.251622090144794,0.989,0.95,2.93355920930835e-18,6,ENSG00000160932
ENSG00000066279,1.79969283093941e-22,-0.320480641889877,1,0.999,3.14730282274684e-18,6,ENSG00000066279
ENSG00000136371.1,1.81189955065643e-22,0.272559602976178,1,0.957,3.16864993418797e-18,6,ENSG00000136371
ENSG00000178896,2.99341826055427e-22,0.257120148727166,1,0.915,5.23488985405731e-18,6,ENSG00000178896
ENSG00000124486,3.00008134277746e-22,-0.259223643497593,1,1,5.24654225224922e-18,6,ENSG00000124486
ENSG00000145337,3.03549731682407e-22,0.252404996392772,1,0.93,5.30847770766193e-18,6,ENSG00000145337
ENSG00000092621,4.56568056357758e-22,0.253888020260184,1,1,7.98446216958447e-18,6,ENSG00000092621
ENSG00000242265,8.54227479501146e-22,0.280884304497363,1,0.993,1.4938730161516e-17,6,ENSG00000242265
ENSG00000139364.2,8.64867269266996e-22,-0.336175311822381,0.888,0.978,1.51247988049412e-17,6,ENSG00000139364
ENSG00000152082,8.85051008048688e-22,0.280981560356252,1,0.909,1.54777720287555e-17,6,ENSG00000152082
ENSG00000167645,1.16083912427621e-21,0.266591579894517,0.978,0.888,2.03007546053424e-17,6,ENSG00000167645
ENSG00000158769,1.2941048562174e-21,-0.309408978095206,1,0.999,2.26313057255299e-17,6,ENSG00000158769
ENSG00000120437.3,1.4585958200765e-21,0.278844335540442,1,1,2.55079237014978e-17,6,ENSG00000120437
ENSG00000101745,2.61105528815239e-21,-0.284112094368794,1,1,4.5662134879209e-17,6,ENSG00000101745
ENSG00000146938.1,2.96727190185491e-21,-0.301072682283512,1,1,5.18916510196387e-17,6,ENSG00000146938
ENSG00000145979,3.8925398803605e-21,0.268868441225431,0.989,0.887,6.80727374277445e-17,6,ENSG00000145979
ENSG00000131149,5.63944380533933e-21,-0.251719408312181,0.876,0.979,9.86225932677741e-17,6,ENSG00000131149
ENSG00000106211,9.51836999034205e-21,0.273067761415083,1,0.997,1.66457254391102e-16,6,ENSG00000106211
ENSG00000136997,1.05570306286765e-20,-0.28590144641312,0.798,0.949,1.84621351634294e-16,6,ENSG00000136997
ENSG00000143799.1,1.47211776872015e-20,-0.254231206079239,1,1,2.5744395539378e-16,6,ENSG00000143799
ENSG00000130706,2.3440436544633e-20,0.25807901628521,1,0.996,4.09926354292542e-16,6,ENSG00000130706
ENSG00000159167.1,2.44843931684767e-20,-0.289246236075337,0.73,0.919,4.28183067730321e-16,6,ENSG00000159167
ENSG00000140575.1,2.96834171327435e-20,-0.316635269465403,1,1,5.19103598817419e-16,6,ENSG00000140575
ENSG00000143442,3.25889437863938e-20,-0.25806732353869,0.989,1,5.69915448936455e-16,6,ENSG00000143442
ENSG00000196323,4.73003042002999e-20,-0.257453932578835,1,1,8.27187719854845e-16,6,ENSG00000196323
ENSG00000185088.4,5.7203181139293e-20,-0.458934788839547,1,1,1.00036923176396e-15,6,ENSG00000185088
ENSG00000173726,5.79659770912056e-20,-0.274234966745561,1,1,1.013709007371e-15,6,ENSG00000173726
ENSG00000169230,8.21008171494948e-20,0.307736882644002,0.989,0.994,1.43577909031037e-15,6,ENSG00000169230
ENSG00000143418.2,9.28507420176245e-20,-0.279781007338465,1,0.994,1.62377377640422e-15,6,ENSG00000143418
ENSG00000075292,1.347517161984e-19,-0.257001564906459,1,1,2.35653801287763e-15,6,ENSG00000075292
ENSG00000104635,1.57011144447407e-19,-0.261217924565638,1,0.999,2.74581089409625e-15,6,ENSG00000104635
ENSG00000185630.2,1.78178023205809e-19,-0.306582409493781,1,1,3.11597726982318e-15,6,ENSG00000185630
ENSG00000106538.1,2.03925985462641e-19,0.272417568366105,1,0.994,3.56625763377067e-15,6,ENSG00000106538
ENSG00000144674,2.12068316591601e-19,-0.258769836317544,1,0.999,3.70865072055391e-15,6,ENSG00000144674
ENSG00000151718,2.68693105501645e-19,-0.261646427552637,0.989,0.996,4.69890502901277e-15,6,ENSG00000151718
ENSG00000142192,5.28193247300004e-19,-0.277178978593497,0.989,1,9.23704350878247e-15,6,ENSG00000142192
ENSG00000198763,5.83083024258745e-19,-0.300730910455352,1,1,1.01969559282369e-14,6,ENSG00000198763
ERCC-00004.2,1.05261761832893e-18,-0.720871340120159,1,1,1.84081769093363e-14,6,ERCC-00004
ERCC-00171.1,1.3191750389864e-18,-0.612964456292601,1,1,2.30697330817941e-14,6,ERCC-00171
ENSG00000214087,1.80094410694029e-18,0.260622739627554,0.978,0.858,3.14949105421718e-14,6,ENSG00000214087
ENSG00000136938,2.47641443556316e-18,-0.262300998286793,0.921,0.972,4.33075356491285e-14,6,ENSG00000136938
ENSG00000187193.5,3.78499090425811e-18,-0.443652652300257,0.798,0.93,6.61919209336658e-14,6,ENSG00000187193
ENSG00000198899,3.85752711481225e-18,-0.305820844710703,1,1,6.74604341838366e-14,6,ENSG00000198899
ENSG00000104341.2,8.14575900251995e-18,-0.257390124799135,1,1,1.42453033436069e-13,6,ENSG00000104341
ENSG00000127603.1,8.3861523777678e-18,-0.27101168948544,1,1,1.46657032782403e-13,6,ENSG00000127603
ENSG00000136110.2,9.13313471450649e-18,-0.278485571495109,0.955,0.964,1.5972025988729e-13,6,ENSG00000136110
ENSG00000138759,9.14801402301145e-18,-0.25575990656515,0.955,0.985,1.59980469234424e-13,6,ENSG00000138759
ENSG00000196924,1.01285425017056e-17,-0.250211825638663,0.989,0.996,1.77127951269827e-13,6,ENSG00000196924
ENSG00000111752.2,3.0194127995215e-17,-0.256108424470342,1,0.997,5.28034910380321e-13,6,ENSG00000111752
ENSG00000143183.2,3.51143842803146e-17,-0.25218713410821,1,1,6.14080352294141e-13,6,ENSG00000143183
ENSG00000117724.2,4.25181960804708e-17,-0.272721763277782,1,1,7.43558213055273e-13,6,ENSG00000117724
ENSG00000092964.3,6.66733816973636e-17,-0.278248459445011,1,1,1.16598409912349e-12,6,ENSG00000092964
ENSG00000105894,9.65996002954232e-17,0.26990717968419,1,0.996,1.68933380996636e-12,6,ENSG00000105894
ENSG00000158470.1,1.44810984235871e-16,-0.275103658599475,1,0.999,2.53245449231691e-12,6,ENSG00000158470
ERCC-00074.1,2.35428235869588e-16,-0.729463617336414,1,1,4.11716898888735e-12,6,ERCC-00074
ENSG00000149591,3.4245786321169e-16,-0.264030121727988,0.955,0.967,5.98890311184604e-12,6,ENSG00000149591
ERCC-00046.2,5.12389584399481e-16,-0.679536225767916,1,1,8.96066905197812e-12,6,ERCC-00046
ENSG00000198938.1,9.83890957026096e-16,-0.259799980450865,1,1,1.72062850564724e-11,6,ENSG00000198938
ENSG00000143248.1,1.24554774892831e-15,-0.318380669091095,0.933,0.974,2.17821390332582e-11,6,ENSG00000143248
ENSG00000076716.1,2.04334734633664e-15,-0.271484776137437,0.989,0.997,3.57340583927352e-11,6,ENSG00000076716
ENSG00000212993,4.76307548424404e-15,-0.277201627125791,0.989,0.996,8.32966640684599e-11,6,ENSG00000212993
ENSG00000044574.1,1.68701633013852e-14,-0.250496678588517,1,1,2.95025415814625e-10,6,ENSG00000044574
ENSG00000026025.5,2.8423824938165e-14,0.296170774717578,0.989,0.952,4.9707585051863e-10,6,ENSG00000026025
ENSG00000143320.2,5.63627090240243e-14,-0.267562615329047,0.888,0.937,9.85671055412136e-10,6,ENSG00000143320
ENSG00000110092.3,1.0462279888973e-13,-0.266778214662845,0.966,0.957,1.82964350698359e-09,6,ENSG00000110092
ERCC-00003.3,1.51583536440023e-13,-0.619933486005199,1,1,2.65089288526312e-09,6,ERCC-00003
ENSG00000118523.2,1.53500682665087e-13,-0.260243979930096,0.843,0.926,2.68441993844705e-09,6,ENSG00000118523
ERCC-00130.3,2.0397536388333e-13,-0.65548005856514,1,1,3.56712116359167e-09,6,ERCC-00130
ENSG00000159228.1,1.71194141630758e-12,-0.259122958646939,0.966,0.981,2.9938431488387e-08,6,ENSG00000159228
ERCC-00145.3,4.99111705610324e-12,-0.503819382666523,1,1,8.72846550771335e-08,6,ERCC-00145
ERCC-00096.3,1.37685064567484e-11,-0.659472707266156,1,1,2.40783640915616e-07,6,ERCC-00096
ERCC-00002.5,3.43175019884249e-11,-0.661080229025614,1,1,6.00144474773574e-07,6,ERCC-00002
ERCC-00136.3,1.0890460755035e-10,-0.610778770550321,1,1,1.90452377684051e-06,6,ERCC-00136
ENSG00000256618.5,3.75952568038709e-09,-0.595588866156138,1,0.993,6.57465850986095e-05,6,ENSG00000256618
ENSG00000269028,1.41824560009864e-08,-0.329058438724089,1,0.999,0.000248022790545251,6,ENSG00000269028
ENSG00000110713.1,1.65935311843382e-07,-0.353686784186672,0.989,0.99,0.00290187673351707,6,ENSG00000110713
ERCC-00042.3,2.23847627922863e-07,-0.431012293237391,1,0.999,0.00391464731711503,6,ERCC-00042
ERCC-00113.3,1.85113622573166e-06,-0.538583141147425,1,1,0.0323726703155952,6,ERCC-00113
ERCC-00009.1,2.46134131446879e-06,-0.405170224644071,0.989,1,0.0430439369074303,6,ERCC-00009
ENSG00000125148.4,2.98565474702242e-06,-0.420354556719392,0.247,0.471,0.0522131302159281,6,ENSG00000125148
ENSG00000169715.4,3.54958845953723e-06,-0.252929333801689,0,0.201,0.0620752029803872,6,ENSG00000169715
ERCC-00043.3,3.58217690332591e-06,-0.464412962329344,0.989,0.999,0.0626451096853635,6,ERCC-00043
ERCC-00111.2,6.03233185784872e-06,-0.376729486974035,1,0.986,0.105493419530058,6,ERCC-00111
ERCC-00108.2,6.11463216319336e-06,-0.468327311156456,1,1,0.106932687269925,6,ERCC-00108
ERCC-00112.3,5.49377574894938e-05,-0.251060604005715,0.876,0.93,0.960751502976268,6,ERCC-00112
ERCC-00060.3,0.000359971166974675,-0.281224550500981,0.955,0.972,1,6,ERCC-00060
ENSG00000154556.5,0.0018887606011707,-0.267742942854324,0.989,0.971,1,6,ENSG00000154556
ENSG00000131969.4,2.03113142017616e-48,0.781750279251298,1,0.847,3.55204262760407e-44,7,ENSG00000131969
ENSG00000187193.6,1.20097097870041e-47,0.863492411480145,1,0.905,2.10025804755128e-43,7,ENSG00000187193
ENSG00000163106.3,1.41844835721747e-45,0.689757452124343,1,0.814,2.48058248710191e-41,7,ENSG00000163106
ENSG00000214265,1.44876920943487e-40,0.393569304817435,1,1,2.5336075934597e-36,7,ENSG00000214265
ENSG00000124766.2,3.45790276032112e-37,0.335895705278038,1,1,6.04718034724958e-33,7,ENSG00000124766
ENSG00000159228.2,1.02188254308183e-36,0.466314561397652,1,0.977,1.7870681913415e-32,7,ENSG00000159228
ENSG00000135549.1,7.89224699489327e-33,0.261295335739013,0.932,0.263,1.38019615446693e-28,7,ENSG00000135549
ENSG00000163931,1.51451352794658e-32,0.302270957806423,1,1,2.64858125767298e-28,7,ENSG00000163931
ENSG00000142871.2,2.15350380669992e-31,0.40778042932085,1,0.931,3.76604745715682e-27,7,ENSG00000142871
ENSG00000077458.2,1.36560272493554e-30,0.445390060595201,0.989,0.964,2.38816604536728e-26,7,ENSG00000077458
ENSG00000100604,3.51653750444835e-30,-0.313027446129108,0.534,0.934,6.14972078777927e-26,7,ENSG00000100604
ENSG00000143248.2,2.68019582867344e-29,0.456087591612862,1,0.966,4.68712646518411e-25,7,ENSG00000143248
ENSG00000170561.3,4.21971604594013e-28,-0.315146423605287,0.045,0.721,7.3794394211401e-24,7,ENSG00000170561
ENSG00000147604.1,9.82456940326472e-28,0.388251584989184,1,0.994,1.71812069724293e-23,7,ENSG00000147604
ENSG00000158710,4.65750883868416e-27,0.329974421715553,0.989,0.942,8.14505145709086e-23,7,ENSG00000158710
ENSG00000022556.4,2.1357192137326e-26,0.432016442039771,1,0.703,3.73494576097557e-22,7,ENSG00000022556
ENSG00000062716.1,1.02084198467253e-25,0.37786326553584,1,0.999,1.78524846279532e-21,7,ENSG00000062716
ENSG00000065154,3.61973674355445e-25,0.299970424750628,1,0.999,6.33019561712803e-21,7,ENSG00000065154
ENSG00000188846.1,4.74382030907143e-25,-0.280149989657438,1,1,8.29599295650412e-21,7,ENSG00000188846
ENSG00000110492.2,1.4109126015571e-24,-0.346031333428253,1,1,2.46740395760306e-20,7,ENSG00000110492
ENSG00000178031,6.21077389135508e-24,0.279338068082027,0.966,0.876,1.08614013812018e-19,7,ENSG00000178031
ENSG00000110931,2.64882978585169e-23,0.346558646605423,0.989,0.923,4.63227352949744e-19,7,ENSG00000110931
ENSG00000198763.1,3.41043591385805e-23,-0.33865217359563,1,1,5.96417032615496e-19,7,ENSG00000198763
ENSG00000124839.1,3.55003709042638e-23,0.304050379744529,1,0.785,6.20830486373765e-19,7,ENSG00000124839
ENSG00000154240,9.60499444722604e-23,0.270823353583711,0.989,0.893,1.67972142893089e-18,7,ENSG00000154240
ENSG00000076685,9.81136742137783e-23,0.261674212064832,0.989,0.828,1.71581193465055e-18,7,ENSG00000076685
ENSG00000102309.2,3.65764028183363e-22,0.300898842194396,1,0.972,6.39648132487066e-18,7,ENSG00000102309
ENSG00000124193.1,7.87132856534026e-21,-0.281227917196441,0.989,1,1.3765379395067e-16,7,ENSG00000124193
ENSG00000136160,1.02481816282886e-20,0.268998547506138,0.909,0.631,1.7922020031551e-16,7,ENSG00000136160
ENSG00000067225.1,2.58788757132226e-20,0.319174142213742,1,0.999,4.52569778472837e-16,7,ENSG00000067225
ENSG00000147601.3,3.22201448837599e-20,0.288107200234377,1,1,5.63465893727193e-16,7,ENSG00000147601
ENSG00000163191.2,3.30953024225702e-20,-0.35412753561887,1,1,5.78770648765907e-16,7,ENSG00000163191
ENSG00000154556.6,3.69707145930585e-20,-0.471392860121957,0.909,0.981,6.46543856803407e-16,7,ENSG00000154556
ENSG00000256618.6,3.95605635865329e-20,0.458530691060163,1,0.993,6.91835136001286e-16,7,ENSG00000256618
ERCC-00136.4,4.04522416244677e-20,-0.724456217999512,1,1,7.07428801528692e-16,7,ERCC-00136
ENSG00000163032.3,3.21599197414021e-18,0.267159955414888,1,0.99,5.62412676437639e-14,7,ENSG00000163032
ENSG00000164434.2,2.01163973031176e-17,-0.307788773766507,0.682,0.891,3.5179555603692e-13,7,ENSG00000164434
ENSG00000198888.2,4.64757457445312e-17,-0.288001847580214,1,1,8.12767841580361e-13,7,ENSG00000198888
ENSG00000185088.5,7.7264929626237e-17,0.31511013811897,1,1,1.35120908930363e-12,7,ENSG00000185088
ENSG00000105894.1,9.42102170503723e-17,-0.284265649801068,1,0.996,1.64754827577691e-12,7,ENSG00000105894
ENSG00000160888.1,1.20451432945518e-16,0.260871936084257,1,0.975,2.10645465935121e-12,7,ENSG00000160888
ENSG00000141543.1,4.25363314581331e-16,0.314392484769408,1,1,7.43875364539832e-12,7,ENSG00000141543
ERCC-00074.2,4.27049211524277e-16,-0.722113972872748,1,1,7.46823661113656e-12,7,ERCC-00074
ENSG00000198518,4.59412390062369e-16,0.420579829566864,0.943,0.825,8.03420387741071e-12,7,ENSG00000198518
ENSG00000182718,5.10677355969895e-16,0.268626308571967,1,0.95,8.93072560120152e-12,7,ENSG00000182718
ENSG00000008311.2,8.30590649930792e-16,0.271006667855268,1,0.996,1.45253692859897e-11,7,ENSG00000008311
ENSG00000121207.2,2.9935521615828e-15,-0.310761148866767,0.83,0.975,5.235124020176e-11,7,ENSG00000121207
ERCC-00108.3,5.50514938538274e-14,-0.567848436751841,1,1,9.62740524515733e-10,7,ERCC-00108
ERCC-00009.2,4.62132129670791e-13,-0.491271827179683,1,0.999,8.08176668368279e-09,7,ERCC-00009
ERCC-00130.4,1.01749697373157e-12,-0.645678966090953,1,1,1.77939870766177e-08,7,ERCC-00130
ERCC-00004.3,1.23187134022655e-12,-0.653402096646857,1,1,2.15429659978819e-08,7,ERCC-00004
ERCC-00092.1,6.20048846636428e-11,-0.262042020035119,0.761,0.889,1.08434142299779e-06,7,ERCC-00092
ERCC-00096.4,9.90424039890451e-11,-0.647922676064215,1,1,1.73205356096042e-06,7,ERCC-00096
ERCC-00113.4,1.01886809879483e-09,-0.580098455898077,1,1,1.7817965311724e-05,7,ERCC-00113
ERCC-00002.6,3.27774933756801e-09,-0.634747501990775,1,1,5.73212804153893e-05,7,ERCC-00002
ENSG00000167996.2,1.56802322949854e-07,-0.267091910251279,1,1,0.00274215902374705,7,ENSG00000167996
ERCC-00171.2,3.98086967104586e-07,-0.487293659663126,1,1,0.006961744880725,7,ERCC-00171
ERCC-00046.3,4.73406953241558e-07,-0.567856126667735,1,1,0.00827894079828837,7,ERCC-00046
ERCC-00042.4,1.99575798938587e-05,-0.388144797086733,1,0.999,0.349018157183801,7,ERCC-00042
ERCC-00043.4,4.37415911793202e-05,-0.44140685194139,0.989,0.999,0.764952946543952,7,ERCC-00043
ERCC-00111.3,5.16701311751266e-05,-0.360725114783575,0.989,0.988,0.903607253990615,7,ERCC-00111
ERCC-00145.4,0.000407508048507594,-0.39032809318777,1,1,1,7,ERCC-00145
ENSG00000135549.2,1.43594083287773e-38,0.337621377303586,0.961,0.27,2.51117332853658e-34,8,ENSG00000135549
ENSG00000141543.2,6.59450051577663e-29,0.507680473292715,1,1,1.15324625019902e-24,8,ENSG00000141543
ENSG00000185885.2,3.18498888286649e-28,-0.564337178929905,1,1,5.56990855835692e-24,8,ENSG00000185885
ENSG00000077458.3,9.00054963126156e-25,0.404644192408799,1,0.963,1.57401611951502e-20,8,ENSG00000077458
ENSG00000256618.7,1.59139199263301e-22,0.634422814180265,1,0.993,2.78302631671661e-18,8,ENSG00000256618
ENSG00000163191.3,4.23241788273827e-21,-0.39674474692194,1,1,7.4016523933327e-17,8,ENSG00000163191
ENSG00000170561.4,1.06923566038121e-20,-0.291119194849377,0.13,0.702,1.86987932287467e-16,8,ENSG00000170561
ENSG00000177954.1,1.37101023108575e-20,0.288633720288825,1,1,2.39762269212276e-16,8,ENSG00000177954
ENSG00000138495.2,1.42450618140709e-20,-0.300341682017875,1,1,2.49117641004471e-16,8,ENSG00000138495
ENSG00000022556.5,3.00265647768563e-20,0.355261346745537,1,0.707,5.25104564817662e-16,8,ENSG00000022556
ENSG00000131203.1,6.22673800031391e-20,-0.284933093077225,0.792,0.954,1.0889319414949e-15,8,ENSG00000131203
ENSG00000170906.3,7.30817219390147e-20,-0.312222878332187,1,1,1.27805315326949e-15,8,ENSG00000170906
ENSG00000008311.3,1.31152951416812e-14,-0.301986210048446,1,0.996,2.2936028143772e-10,8,ENSG00000008311
ENSG00000198825.2,6.262182634544e-13,-0.258687380684073,0.455,0.74,1.09513049912905e-08,8,ENSG00000198825
ENSG00000198865.5,1.66069259726671e-12,0.311773691581359,1,0.64,2.90421921410003e-08,8,ENSG00000198865
ERCC-00009.3,1.01916915417382e-11,-0.50491633004214,1,0.999,1.78232301681917e-07,8,ERCC-00009
ERCC-00002.7,3.72738975293382e-11,-0.712282564880405,1,1,6.51845919993066e-07,8,ERCC-00002
ENSG00000185088.6,1.77908067552035e-09,0.273454994122106,1,1,3.11125628534999e-05,8,ENSG00000185088
ERCC-00113.5,4.62565885463077e-09,-0.605812395573818,1,1,8.0893522049783e-05,8,ERCC-00113
ERCC-00108.4,9.93043859518289e-09,-0.498760799340911,1,1,0.000173663510152558,8,ERCC-00108
ENSG00000154556.7,1.96025542753633e-08,-0.336598139393473,0.948,0.976,0.000342809469167553,8,ENSG00000154556
ERCC-00145.5,3.31651563132099e-08,-0.468237982099286,1,1,0.000579992253605414,8,ERCC-00145
ERCC-00046.4,5.82336007069633e-08,-0.615291036213115,1,1,0.00101838920916337,8,ERCC-00046
ERCC-00074.3,1.29778157664571e-07,-0.673012537878906,1,1,0.00226956042123801,8,ERCC-00074
ERCC-00003.4,2.00598081894548e-07,-0.554705981087501,1,1,0.00350805925617186,8,ERCC-00003
ERCC-00171.3,2.20725994242668e-07,-0.509075385515731,1,1,0.00386005618731578,8,ERCC-00171
ERCC-00111.4,4.56782245376802e-07,-0.395315553692441,0.974,0.989,0.00798820790714952,8,ERCC-00111
ERCC-00096.5,1.50068890163744e-06,-0.639026259857371,1,1,0.0262440475118356,8,ERCC-00096
ERCC-00043.5,2.13261946511507e-06,-0.452767331848546,1,0.997,0.0372952492059324,8,ERCC-00043
ERCC-00060.4,2.31006550283961e-06,-0.296864089087325,0.974,0.97,0.0403984255136592,8,ERCC-00060
ERCC-00130.5,2.88447858297583e-06,-0.606645746449947,1,1,0.0504437614590813,8,ERCC-00130
ERCC-00004.4,1.33170678140725e-05,-0.587204871974886,1,1,0.2328888819325,8,ERCC-00004
ERCC-00042.5,0.000113219552920844,-0.380839248474823,0.987,1,1,8,ERCC-00042
ERCC-00136.5,0.000931482508499625,-0.482133412742437,1,1,1,8,ERCC-00136
